Comment Number,Comment Content
1126,"It wasn&#39;t an insurrection, I was a riot"
1127,"THERE ONCE WAS A MAN FROM NANTUCKET... AND IN FRONT OF HIM SAT 3 PLATES.<br> ONE READ,  &quot;THE LEFT &quot;, <br>ONE READ, &quot;THE RIGHT &quot;, <br>&amp;  THE MIDDLE READ,  &#39;&#39;THE UN-UNITED STATES&quot;."
1128,"Hello from Europe can someone explain why this two guys,more than 300mil. people and just this two old guys i don&#39;t understand."
1129,And if you move Israel use tracking chips only for the ones who have moved the ones born in the new place  will be classified as new Israelis  for New Israel tracking chips so both countries can keep track of the new countries people for if someone from Israel goes over to the new country without permission can be tracked or seen by there country and so the country who brought them in can see when they cross there border and were they can be returned to new Alarm for when someone crosses with out special permission  pass port I can come up with all kinds of ideas but if you&#39;re going to bring in another country you might as well keep track of those people both sides so there are no problems and make it were you have to cut a arm off to get the tracking device out  new land is about keeping every one safe  things you might have to do for a new life with out war and till countries can get to know one another
1130,"Well, I learned one thing Biden is better at than Trump...He knows how to count to 3!!!😂😂😂"
1131,when this thing happens in india
1132,A disgrace and a laughing stock for the world to see. A government with an incompetent leader is a vulnerability they should never allow their enemies to see.
1133,We were the finest nation we are a joke now this administration has us so tour up over what bathroom to use that way they can do what they want while nobody is paying attention and hes tearing this nation apart
1134,It is still a huge surprise for me how Biden became a president. Shame on Americans who voted for him
1135,I thought the 70s was hard now I have to say this is the most hardest time in history
1136,"C&#39;mon guys, stop it, Let&#39;s face it Joe won.  Through out the whole debate can&#39;t you see Joe was moving an inch here an inch there, that&#39;s proof he still has a pulse, might be here and there for a split second, but still a pulse. Trump has no chance against Joe&#39;s people, if not Joe&#39;s people Michelle&#39;s people, or Gavin&#39;s people, a gazillion Zombies.  USPS will need to hire an army to work the night shift this year."
1137,"Not a debate.but rather a couple of juveniles ,returning each other&#39;s slights!It&#39;s sad this is the best we have to offer.Jmho!"
1138,Omg so diagusting 😢
1139,Still no one asked about social security!!!!    Unbelievable!!!!!
1140,Ud mienten . No los quero dandome desinformacion. Mex
1141,Past history what about now how are you going to fix it
1142,120 dollars shopping basket vs 100. Thats being kind. Visited America and was stunned by the cost of goods! Rip off!
1143,Trump won this hands down!
1144,Biden -- &quot;The idea that(fill in the blank...)&quot;
1145,What is Black Jobs and Hispanic jobs ? Shouldn’t it just be American jobs ?
1146,Biden is a joke and he made us look weak!!
1147,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2763"">46:03</a> is that a background voice saying “let him respond” before he says “do you want to respond?”"
1148,This man is truly demented
1149,Biden doesn&#39;t look well.
1150,I have other posts were I mentioned it yes I don&#39;t use punctuations  now picture how small Israel is now by moving Israel giving Israel land to develop on in another country to where they can make it their own country on that land provided now in return that stops the war between Israel and Iran or Israel Iraq move them closer to allies if they attack Israel anywhere else those nations in return protect that country  Israel with a atomic bomb each to Iran or Iraq or Baghdad  for attacking Israel off there old land and to be taken as a threat as if there attacking their land in defence of Israel now any country taking in Israel giving them land to develop on after they develop on that land now you have a place tourist go to without war there&#39;s one way of bringing in money to their country New Israel if they put their heads together and think they might come up with some better ideas for Israel  that would stop both sides from attacking each other completely cut each other off from trade where they don&#39;t deal with each other for anything any country that takes in Israel both sides cannot go to war with each other     has to be handled respectfully and like people no war from any side since it was to save the people of Israel and Iran from any more civilian casualties
1151,Poor Joe should be at home just resting. They need to let his Vice run. We would elect her to avoid Trump any day.
1152,"Bro I couldn’t watch past first question with Biden, that dude is the biggest liar! Trump 2024!"
1153,Look at Biden face he just don&#39;t know how smart and faithful is our real president Donald Trump is our leader of the United States of America his so awesome Mr jackol you are so a looser can&#39;t even debate the devil coming down... thank you president Donald Trump you are God&#39;s chosen one i love you my president
1154,The only winner here is  the wall street journal these views getting paid lovely
1155,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1296"">21:36</a> LOOOOOOOL"
1156,Yes. BillGates and JohnKerry climate control. Bill wants to but plug cows so they can not fart and I have no idea what Kerry does.
1157,Biden talking too fast to think
1158,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=730"">12:10</a> LOOOOOOL"
1159,Trump is the best ❤
1160,There should be an age limit however Biden still makes more sense than Trump.
1161,They let those people into the capital. Fact
1162,There should be an age limit however Biden still makes more sense than Trump.
1163,God i pray that you give trump the power to become president this year and for him to fall to you for prayer i pray IN THE NAME OF JESUS AMEN
1164,Biden When He’s Not Talking: 😔🫨😵‍💫🥴🥴😵‍💫😮😲😴<br>Biden When He’s Talking: 😳😞
1165,Does anybody know how many times Biden said &#39;The Idea&quot;?
1166,Biden walking in like an AI version of him
1167,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=783"">13:03</a> sorry he can’t say bidens criminal who had over 90 criminal charges"
1168,"Best wishes Trump, Biden need a rest"
1169,Same type of debates must be held in India 🇮🇳
1170,Biden just made me laugh out loud.  No president should ever seek retribution.
1171,"Folks, who is better for usa ?"
1172,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3673"">1:01:13</a> sus camera change"
1173,"If i can extract themes from these 2 candidates, i can see that Trump is very focused on economics. Biden is very focused on equity. Both very good qualities. But we need balance. Please utilize experts who can appraise and scientifically predict the outcomes of your strategies , free from political bias. Republican and Democrats need to work together to make our country happier. The problem is that most of the incentives are based on republican and democrat interests. Very divisive.  Let us solve problems by being objective."
1174,That&#39;s it. We&#39;re screwed
1175,Good one
1176,Trump in debate : 🤷🏻<br>Biden in debate : 😦😧
1177,Robot biden
1178,"Trump is worse, there isn’t anything about him that is better <br><br><br>For me this is entertainment"
1179,"Both of them have big problems.Trump is indeed in a better mental state than Biden.But both of them are funny.First, the two people have one thing in common, that is, they change the subject whenever the host asks.Trump said immigration several times in the whole video, so I won&#39;t say more.Even if he answers a question seriously, he will still talk about immigration in the end.Because this is his advantage.Let&#39;s talk about Biden.I won&#39;t worry about what he says.I&#39;m most worried about whether he will suddenly die during his speech.Sometimes he can&#39;t even speak clearly.But he has one thing to be sure of.That is, he can answer some questions seriously.I&#39;m talking about medical and educational issues, and so on. These hosts asked them.He can still answer some of these.Then Trump was involved in immigration and who is good and who is bad.Then they were like clowns again.What makes me speechless most is who else they talk about playing golf well.If the host hadn&#39;t reminded them in time, I believe they could have quarreled about golf all day.😅"
1180,Indian&#39;s 🇮🇳 put the like 👍
1181,sound like Sleep joe scare or MAGA TRUMP.
1182,trump 2024!
1183,Why are they talking about golf at a presidential debate. Great job America.
1184,Ive never voted before in my life im 30 years old. Everyone must realize whats at stake here. We are almost at ww3 look around the world
1185,Biden&#39;s prep should consist of hanging out with Representative Jasmine Crockett. He&#39;s gotta learn a thing or two about modern debate rhetoric
1186,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=713"">11:53</a> “Covid, I skibidi with” 😭🙏"
1187,"A 10% tariff would increase our averaged annual household cost from $1,700 to $2,300"
1188,Me when Biden talks: 🥱😴
1189,"the world laughed at the USA on Jan6, it was laughter and a bit of fear seing democracy fall"
1190,"&quot;i dont know what he is saying , i dont even know if he even know what he is saying.&quot; Trump Lol"
1191,Biden and pelosi want to be right over all else i think cia had something to do with covid. Biden is holding on to those numbers tough
1192,"President Donald Trump is a LEGEND!<br><br>If he cared about money or wanted a quiet life, he wouldn’t be running.<br><br>He cares about America and the American people (along with his own family).<br><br>Vote for this Great Leader and Save the USA from the forces who wish to destroy it and it’s values.<br><br>VOTE TRUMP24 🇺🇸"
1193,lend and Lease ww2 was 50 bil. USD. clean of inflation in 2023 thats over 800 bil. <br>Trump liying again
1194,Watching this like reality tv man this is wildly unserious😭 neither of them are saying sentences that make sense 💀
1195,&quot;Other countries dont respect our leadership &quot;<br>Hate to break it to you Donny but its been that way for 8 years now
1196,Biden should have had one answer in place for all questions asked. Biden= &quot;No Comment&quot; He would have looked alot better!
1197,"Who cares about golf, how about accounting? Truth, and accountability!"
1198,"Did Biden actually respond, &quot;we are a child?&quot;"
1199,VOTE FOR TRUMP 2024 🗣️🗣️🗣️🦅🦅🦅🇺🇸🇺🇸🇺🇸💯💯💯🔥🔥🔥🥶🥶🥶
1200,BIDEN IS THE ONE WHO LOWERED INSULIN. TRUMP HAS SAID HE WILL GET RID OF SOCIAL SECURITY. TRUMP LIKES TO SAY EVERYONE ELSE LIES TO DEFLECT ALL THE LIES HE TELLS.
1201,"YT is CORRUPT &amp; BIASED towards ELITES &amp; DEMOCRATS. Facts, VOTE TRUMP24🇺🇸"
1202,Its like a Boxing match 😂😂😂
1203,Joe can&#39;t control his leaking <b>Depends</b>   ....But he&#39;ll control the <b>&quot;GLOBAL CLIMATE&quot;</b>  with dictatorial <b>E.V.</b>  MANDATES 😮
1204,Why are middle class Americans paying more than 6% of the earned income every time they get paid that’s more of 18 percent of earned income is going away
1205,Biden’s brain started breaking down 15 minutes in
1206,Groceries that cost $100 now cost $120?? I’d love to find where they’re that cheap right now because it’s not in Oregon
1207,i support Mr Biden
1208,the guy is old. jesas.
1209,I would hate to be on the battle field with Joe .
1210,😂😂 mind you 6% is not even cut from the middle class do better
1211,All dems want biden gone all but jill n hunter
1212,“everything is great now” my grocery receipt detected that was a lie.
1213,Trump tells so many lies he can&#39;t remember them all.
1214,No way this is our best candidates to be president in our country. I think old geezers project onto Joe that a senior citizen suffering from dementia can run a country. This is ridiculous and proof this election is a sham. I can find better candidates in my town for president than these two.
1215,"To be honest,  Biden was brilliant but had a slow start. For his age and larger part of his articulation; Biden is surely better than Trump"
1216,Joe biden turned around what he has done and lied when he said Trump did it...Trump didnt have to steal and cheat his way to the top...
1217,Mr. Trump is PCH sweepstakes your &quot;hush money&quot; remember parental controls please.
1218,"Why oh why are these our options?!?! Looking at our future is saddening and scary. I’ve read 75 pages so far of project 2025 so I refuse to vote red, but what person with eyes and ears wants to vote for Biden? I truly appreciate our government and our constitution and I don’t think either of these men reflect or uphold “American Values.” I believe they represent the extremes of our nation, not the middle, and I’m extremely disappointed that both parties chose these men to run head to head again."
1219,If the republicans don’t win America is done .
1220,I don’t know much about American politics but I think it’s admirable how little attention Trump gives to Biden’s half-finished thoughts and trailing off of sentences. I think it says a lot about his character
1221,Can you imagine if an actual audience was allowed to be there?
1222,Is it bad that you got to have headphones because Biden speaks so low.
1223,Imagine being Biden and having to follow OBAMAS Exact Same VERBATIM plan and trying to hide it as he constantly mentions him in everything and every speech he does but nobody ever Takes the time to research the CENSUSES CAUSE ITS ALLL THERR JUST SAYING UR WELCOME! ☺️
1224,This was elder abuse
1225,I voted no one😂
1226,Can President Trump request for a stronger opponent?
1227,Note to Democrats: &quot;ASUFUTIMAEHAEHFUTBW&quot;  - Joseph Robinette Biden Jr.
1228,💙💙💙💙💙💙💙💙💙💙💙BIDEN IS the winner he is smart and have class
1229,"Props to the Hoster, Too. This has to be the best moderated debate I have ever seen."
1230,&quot;Biden Migrant Crime&quot; lol
1231,They keep sugarcoating this last election answer me this: Who and were are the dead people that voted for Biden? Why not investigate that.
1232,Debate don&#39;t determined president  BIDEN IS the best 💙
1233,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=144"">2:24</a>"
1234,"Trump and Hillary finished their televised debate very late and needed to eat something to replenish their energy. They entered a bakery together, but both of them found that they had no money on them. Hillary hesitated for a moment, then took advantage of the clerk&#39;s lack of attention and reached out to take three pastries and hid them in her pocket. She whispered to Trump, &quot;You see how smart I am, the shopkeeper didn&#39;t see anything, and I don&#39;t even need to lie. I will definitely defeat you and win the presidency of the United States!&quot; Trump said, &quot;Is it your usual style to act deceitfully and steal in order to achieve your goals? In fact, you can also achieve the same result in an honest way. Look at me!&quot; So Trump said to the bakery owner, &quot;I am the Republican presidential candidate Trump, and I will perform a magic trick for you to show me. Please help me pass this pastry to me.&quot; The shop owner was very curious and immediately gave him a piece of pastry as he instructed. Trump wolfed it down and asked for another piece, but also swallowed it. Then Trump ordered a third piece of cake and took another bite into his stomach. At this moment, the shop owner was a bit puzzled and asked Trump when the magic would appear. Trump replied, &quot;Now is the time to witness miracles. The three cakes from earlier were all in Hillary&#39;s pocket."
1235,All
1236,Equityyyyy is all Joes doing...
1237,Biden reminds me of that scene in transformers 2 when sam is going skitz on in the lecture room
1238,"PCH Chat: We still on live feed great great, What does PCH have anything to do with Trump or Bidens campaigning and please don&#39;t forget you control your own parental controls on your technology. We&#39;re live in Missoula Montana they have Sex offenders in this City. Have a great day and happy 4th of July 2024."
1239,I observed when the host asked a question at around 18 minutes. Pres Biden was the first to answer and also the last to respond to that question. It should be Trump who should answer last. Trump wants to dispute but the host did not allow it. I think giving the other guy more chance to talk more is unfair.
1240,"Federal governments job is not healthcare, social security retirement, marriage all personal responsibility issues. We are personally responsible for ourselves. When you put your responsibility in the government&#39;s hands. You&#39;re f*****."
1241,Joe is calling 81 million people liars and dellusional...
1242,Joe said on video...We have set up the most extensive voter fraud system in the world...
1243,"So Biden didn&#39;t do well, and trump lied about every issue. Tarrifs dont cost other country&#39;s money,  they cost American consumers money.  Exploding the deficit and the national debt. <br> Jan 6th was not an accident, the Supreme Court has been weaponized unfairly, and the amount of Russian influence in the 2016 election should help people to decide who to vote for. <br> Sadly people who parrot fox news bullet points never read the mueller report. The world is watching."
1244,Where&#39;s the third candidate?
1245,They wanted trump tower for migrants...and to destroy DJT#45 &#39;s character...
1246,Trump was clearly better than him in this debate.
1247,"Remember the racism and black people were murdered at the 1980s ? Well this happens again by cops , they are killing / arresting innocent citizens just because they don&#39;t like them ... Yes sir , this is growing on Biden&#39;s era"
1248,Taxing the wealthy produces higher inflation...
1249,I find it very difficult to believe that Biden is only 81 years old. My dad is 91 and he looks younger and talks younger and thinks younger!
1250,"Anyone in the world that watched this extremely unbalanced exchange of words has to ask themselves, how did this man EVER rise to the level of the most powerful position in the country and allegedly accumulate more votes than any president in history???  And I needn&#39;t specify to whom I am referring.  At this point (and for the last 4 years) if you make any effort to DEFEND this person&#39;s credibility, you have forfeited your own."
1251,These men both have led this country. Mr. Trump said years ago that he would never run for president. How is it that a man with just 4 years of political experience just annihilated a man with 57 years of Political experience? The LOOK on Joe&#39;s face says it all when Donald speaks. We have 4 months left until one of these men is gonna to lead the country for the next four years. Can you guess who it&#39;s gonna be? 😂😂😂😂
1252,Joe couldnt even sell a used car...
1253,"Biden has absolutely no idea and neither do the citizens in the country, look out for the further political corruption <a href=""http://www.youtube.com/results?search_query=%23usathirdworldcountry"">#USAthirdworldcountry</a>"
1254,This reminds me of my brother and i... i am honest and all he can do is lie when i call out the truth... he claims to believe in God...
1255,"Trump poops pants at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4585"">1:16:25</a>. (seriously, listen)."
1256,"We, the boys, turned this debate into a drinking game. Every time Joe says &quot; the idea,&quot; you gotta drink"
1257,I wouldn&#39;t ever vote Trump. He sounds full of hate for foreigners..he sounds really evil and purely xenophobic. <br><br>I also could see it when he was lying in his parts of the debate
1258,"I think joe thinks he is Trump...and,,, Trump is him.. look. In a miirror joe... you dont have a reflection..."
1259,"&quot;THE IDEA,&quot; FAKE JOE?  ANYBODY KEEPING COUNT OF HOW MANY TIMES HE&#39;S SAID, &quot;THE IDEA?&quot;"
1260,Muted mics is not a debate.
1261,One is a lion the other a liar...
1262,This is so great because they dispise each other.
1263,The supreme court stepped up their game and gave Trump immunity!!! Joe did not have that as a V.P...or pence...
1264,I will cheer the day the biden family escapades are exposed and convicted...
1265,Entertaining 🎊 🎉
1266,Under joe biden the criminals have more rights than law abiding citizens...
1267,What happened to Joes 80000 IRS Agents ?
1268,WSJ does not edit the debate. They do let it be raw footage the whole time.
1269,Trump❤
1270,This entire debate was a farce! Like two boys in the school yard. I was waiting for a &quot;my dad&#39;s better than yours....&quot; or a &quot;well your mom is so fat....&quot;  GEEESH 😮‍💨🫣 this is so freakin sad!!! 😢
1271,They really should&#39;ve had more  <b>&quot;C.N.N.&quot;</b>  LOGOS
1272,Everything the left has been doing and are preparing to do they blame Trump for doing or is planning to do... like jail political rivals...
1273,"It&#39;s really sad that he is describing everything he&#39;s done ,and describing himself, he&#39;s blaming Trump for everything that he meaning Biden has done wrong"
1274,Imagining Putin&#39;s face while watching this debate!!!
1275,اسوء منظارة بتاريخ امريكا شكرا بايدين شكرا ترامب 😂😂😂❤
1276,Kennedy &gt; Trump &gt; an Ant &gt; a roach &gt; PoopieBiden
1277,The Democrats are the only ones saying anything wrong or bad about President Trump
1278,Its joes war...they are protecting joe and hunters assets in Ukraine including biolabs ...
1279,"He is  ( Biden)a disgrace to America, the world, the universe"
1280,"As a vet, Trump was right I don&#39;t like Biden at all. But he was also wrong, I also hate Trump."
1281,Nice comedy show! I absolutely love it. Waiting for the next episode)
1282,Biden must step down
1283,Where are the missing children joe??? 400k is not a small number... that is enough for a city...
1284,This is the first time seeing this for me...
1285,"Jesus, I don&#39;t know how to proceed with my day after watching that."
1286,I cant understand anything joe says
1287,Respect to trump for standing there and listening to the lies coming out of biden&#39;s mouth
1288,MAGA 🇺🇸
1289,I VOTE DIANE FEINSTEIN FOR PRESIDENT.! AT LEAST WE KNOW WHEN SHE&#39;S ASLEEP AT THE WHEEL!
1290,"As an european, america is 100% cooked 💀😔"
1291,"The aim of being is to ensure stability and economic growth together with opportunities for people not cause people to struggle, fairness and equality is fundamental, saying this both men mean well, work to create good change and peace. I&#39;m not a an American I live in SA, Uphold your motto and bring back the aim of the pursuit of happiness 🎉"
1292,Why USA is unable to produce younger generation to contest elections
1293,I love the open mouth blank stares of JB…he’s out of it!
1294,Trump 🇺🇸 Savior Rescuer
1295,&quot;There was no inflation when I became president&quot; - Joe Biden 😂😂
1296,Can we call him mumbles???
1297,"Biden just mumbles incoherently, i cant understand him or what he is trying to say. He is weak."
1298,Has anybody noticed that some comments the like counter doent work??? Hit like and nothing happens??? Always on good comments too... YT shame on you...
1299,The most amazing line in this debate was Trump saying &quot;Let&#39;s not act like children Joe&quot;.
1300,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1657"">27:37</a> BRO SAID PERIOD HAHSHSBDKWNSJDNEJW"
1301,There are no Gen Z presidential aspirants in America? America is left for granny&#39;s leadership..Good luck President Trump
1302,trump is the best
1303,Jeez…these are our choices…I’m sad for our country
1304,Donald Trump looks and sounds like he cares about his Country 👍
1305,Respect to both these people for doing their best.
1306,Joe blows
1307,Bro America&#39;s cooked
1308,Biden is lost… pretty embarrassing!
1309,Biden is making things up &quot; Trump told Putin to do whatever ever he wants 😮😂&#39;
1310,The US law has no right to enforce credit check for every single move normal people is taking. Neither should they have criminal check for people entering their country. Why? Because a criminal with such dark background is fighting conditate  for presidency and president 😮but normal people can’t have a bank account or rent a place if they have a bad credit ! What’s going on in this country?
1311,"Honestly, Cool look on both, nice suits"
1312,Time to watch this now
1313,GOATED
1314,Biden is hallucinating
1315,Biden has economics knowledge that of a child! my goodness
1316,Trump deserves to be in office at this point💁
1317,Only hearing Biden say...Number 1...<br>Number 2.....nothing much in those numbers
1318,Trumph is like kenyan ruto a liear
1319,wait so for a guy that has always said CNN is fake news and now he is in a Debate set up by CNN
1320,La peur dans ses yeux😂😂
1321,"A vote for Biden, is a vote for the demise of our Democracy.. 🇺🇸"
1322,Biden is a friend of Ruto in Kenya. He can look at your face and lie.He thrives in lies. His strength is in lies
1323,Man I wish I didn’t enlist under the Biden campaign. The military is so soft now with him in control.
1324,Age has caught up with JB. Trump has a great vision for US
1325,Trump. please come back
1326,"What a shame, it has a population of 350 million, only 2 people are in the running for the Presidency, both of them are very old, it&#39;s sad for America.😢"
1327,"I watched the whole debate, and I think the best pick for president is Jake Tapper."
1328,"Trump is alot more professional this debate. No out bursts, I can tell they mute mics but still. He looks better"
1329,The only lead role Biden should be offered is the role of Norman Bates in Psycho. The looks he makes 🤣🤣🤣🤣
1330,"People have been saying for the last 2 years or more that he&#39;s senile and not fit to be president, with fumble after fumble, but none of the mainstream media covered it, carefully edited those parts out. Now that they special juice they&#39;ve been injecting him with isn&#39;t working they have to admit it. Or maybe it&#39;s all been a scheme to usher in someone else at the last minute."
1331,Biden pls. we need respect as American citizens don&#39;t ran as our president. I&#39;m  voting for Trump.
1332,Trump handled COVID perfectly 😂
1333,Trump is killing it ❤
1334,Biden: starts speaking 🔊 <br><br>Trump: 🤩
1335,I want to peace only one of the world.
1336,"President Biden is murmuring and shivering what could be the problem with him . He is not articulate and he seems absent minded, sometimes he seems lost"
1337,Is this real? Do u have a third option…or….
1338,It&#39;s... heartbreaking to watch Biden.
1339,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1586"">26:26</a> “My son was not a loser, not a sucker. You’re the sucker, you’re the loser.” - Crazy Dude That Came Out of a Mental Asylum"
1340,Biden: uh- uhm- ermmm ahhh-
1341,Good luck to Democrats. Good luck to America. From France.
1342,"Trump does - as is done to HIM .<br>Biden is a continuation of day one when Trump Came down the escalator , Chitterlings of impeachment . H Clinton Bought and paid for Russia collusion Not going to get into ALL Now But has  been a never ending onslaught <br>for the last 8 years  , LOOK AT TRUMP <br>COOL HAND Luke .  They lie  He will lie back  . That’s how you fight . <br>We are told  Biden cant be clear after 4 pm are you kidding But trump is clear headed after 8 years of every thing Law-fare can do. The condition of the world is the truth<br>since Biden What is better  Lets have a Tangible truth and not some feelings not hurt better .<br>Trump  did a fine job and this debate for trump was Spot on"
1343,"they&#39;re doing this just to get someone new, I do wish trump answered some questions, they should have asked twice instead of once and just backing down"
1344,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1186"">19:46</a> Donald Trump does 666 hand gesture? 😮"
1345,"Trump: 😑<br>Biden: 😮<br>I never seen Dems vets, What do you talking about Joe?"
1346,Biden is a warmonger. He is enough to destroy the world. We support Trump. Go ahead Trump
1347,Groceries from 2016 to 2020: $150 ....2020 to present: $350
1348,"&quot;Americans support&quot; is also often translated as terror, fear, dead, devastation, hunger, drugs.... Who is a war criminal again?"
1349,"my heart actually breaks for Biden, he looks out of it , sad, stressed , lost. why are they abusing this man"
1350,I cannot believe that Putin would not start a war if he respected a president he entered Sochi during who’s presidency?
1351,Trump 😏😏😏<br>Biden  😯😳😳
1352,Some people have forgotten that gods 10 Commandments said not to kill<br><br>There is never exceptions for abortion
1353,"I don&#39;t really care for neither but trump won when he came up w tons of illegal immigrants and tons of immigrants biden dumped on the Black areas while guys like  both don&#39;t rebuild or build new housing.   He just helped destroy biden Black votes( biden Blacks or super predators  votes?) just won&#39;t happen. Trump lied on Obama be because his constantly jealousy. But towards Biden especially because of Ww3 talk, he won."
1354,"CNN knew he had dementia, they tried so hard Joe but they can&#39;t hide anymore. We knew Joe wasn&#39;t running this country! It&#39;s a joke but unfortunately we are not laughing!"
1355,"Mr Joe Biden obvious got Alzheimer&#39;s ,  the way he look , the way he act, the way he speak , you really can&#39;t hide yourself,  he is not the same person 4 year ago."
1356,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=283"">4:43</a> Biden says seniors can buy any prescription drug for $200 next year, which us obviously a fake promise he&#39;s making to get elected, but later in the same sentence he says all Americans will be able to receive this. <br>What a clone!"
1357,we are so cooked 😂
1358,TRUMP 2024 ❤❤❤❤
1359,Did you count how many times the senior citizen on the right said “the idea” and “we’re in a situation where”?<br><br>The lack of capability he shows is astonishing.
1360,"Biden is like the Internet Explorer.15 tabs open,13 of them frozen and not having an idea where this fkn annoying music is coming from"
1361,Why are elections now picking the lesser of two evils and not the greater of two heroes. Markiplier and Jacksfilms would be better than either of the two.
1362,So sad to hear Biden struggling to breathe and project his voice. He should be checked for his iron levels being too low which can cause that breathlessness. <br><br>If I were in the US and had to vote for one of them it would be Trump. I’m not sure who you are voting for if you get Biden. Who is actually calling the shots behind that man? It’s not him. His lights are on but no one’s home most of the time
1363,Lol😂
1364,"The rest of debates should be done on “X”!<br><a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1435"">23:55</a>"
1365,Im voting for Daemon Targarayen
1366,There’s nothing behind Biden’s eyes. No one’s home
1367,I&#39;m voting for trump bye Biden you lose trump wins
1368,Imagine watching this and supporting either of these old bafoons.
1369,Asked about economy and Joe Biden’s answer is DRUGS
1370,They just arrested 8 terrorist in philadelphia recently
1371,Trump said Biden is the worst president because he cannot stop the wars in Ukraine and Isreal. Putin will never dare to attack Ukraine if Trump is the president
1372,"My president is looking indicted and sceard, rather than being confident and it&#39;s unfortunate"
1373,Next Election will be the most heated Election of all time!
1374,"I find it challenging to hear them speak, let alone watch them speaking. The manifestation of incompetency and immaturity in every possible human respect is just overwhealming. Approximated age of maturity? - Definitely not more than 6 years - more like 3...<br>In a high-school debate they both would have failed. No matter what they said (and did they say anything else then &quot;he is the worst and I am the greatest&quot;?) - they are the &quot;best of the best&quot; whom the US electoral system has been able to filter out to lead the country. And this debate is when they (supposedly) pull their best resources together to win the presidency. <br>If THESE are facts (and everyone can verify them here on screen), then what must be true to make those facts possible?<br><br>If you ask me - CNN, or to be exact the powers behind it, have decided to de-throne both presidents at the same time to give some new to be cooked up candidate a fighting chance. That will be a candidate better equipped to do their bidding, not a candidate to better reign the country."
1375,I&#39;m from Russia. I think it&#39;s Embarras for u.
1376,I find it hilarious that Trump has singlehandedly created a need for a mute button for the presidential debate for the first time in history 😂
1377,"Idk who&#39;s playing biden in this play, but he&#39;s really good."
1378,Just started watching this and it amazes me biden actually believes his own lies like most citizens don’t have eyes
1379,"Biden or trump.who cares ,presidents dont run america"
1380,Can anybody hear what Joe Biden is speaking after half hour....
1381,Sometimes it feels like Biden reading something despite the rules stating their words won’t be influenced or that they won’t be told what to say. His eyes scroll slightly and sometimes he repeats the beginning of a sentence from two sentences ago as if he read a line before by mistake. It happens 3 times. I feel like this debate is heavily swayed in Biden favor yet he still lost. And all the media keeps playing it off like Biden ysed his wit to corner trump. Did they watch the same debate as us?
1382,Let&#39;s go Brandon button &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;
1383,oh we’re cooked
1384,super predators 😮
1385,He rewarded the wealthy ? Sorry sleepy Joe.  But I never seen 20 racks in my hand untell trump became president...$20000.  And y&#39;all hated that. I remember.  You wanted to send money to Pakistan while trump wanted to give us even more unemployment instead of that. And you said no    Pakistan first.  Remember. ? I do
1386,America doesn&#39;t have someone decent to represent it?
1387,It&#39;s the womans choice what they do with there bodies
1388,Trump installed border fence at Texas. Biden removed it
1389,Hail trump ❤❤
1390,"ıt is clear that who are the manage  USA ,While Presedents are standing like primary school students ,moderators is sitting."
1391,😊😊😊no😊p0
1392,I fear for the state of the world if Trump wins.<br>Think hard before you vote America.
1393,Heh.    I never had to pay more into fed tax out of my checks untill Biden came it.    Ive had to pay extra  the last 3 years.   And my wages has remained the same.    Hes horrible with everything.
1394,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3928"">1:05:28</a> that THANK YOU!⛔️😑.. Biden shut down😂😂😂"
1395,"Bidden To Just Retire ,Go and Rest"
1396,It felt like I was watching an elder abuse !
1397,the ideaaaaaa
1398,Every single is a lie in all this!!😁
1399,"Thanks Trump for showing people that Biden should be a felon as well. Thanks Biden for revealing the truth that you use your affiliations to hurt people. As it relates to Biden&#39;s affiliations that&#39;s what&#39;s happening to me right now while he&#39;s the president. I wrote the White House as it relates to crimes in my county involving the government and I&#39;m being denied my rights to work, receive benefits, feel safe, usage of electricity and etc; through the government. <br><br>Trump 2024"
1400,NO MAIL IN VOTES
1401,Can Trump speak a single honest sentence?
1402,No ways ! There must be someone lying between the two😂
1403,Biden just serving memes
1404,"Trump: <b>says anything</b><br>Biden: balony, liar"
1405,There should be an age limit on leading a country 😡
1406,"Trump wants  to deal with issues for the now,and Biden wants <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=257"">4:17</a> to deal with issues for the <br>future of USA"
