Comment Number,Comment Content
722,She locked up an innocent man and laughed about it
723,Quite a mismatch!
724,So next few months will be all about playing the victim card and racism non-stop.
725,She is so unbearable
726,TBH I forgot Harris was around lol<br><br>Also make Bernie VP give the man something!
727,SHE IS JUST &quot;BLACK&quot; DID DEAL ?
728,First Female President yes
729,Trump 2024
730,WSJ shame on you for posting such propaganda 😔 stop lying to the American people. This race ended before it even began Trump 2024 🔒
731,Yet she couldn&#39;t even be in the top 10 nominee for the last election. Nobody wanted her
732,Hahahahaha
733,I am a YOUNG woman and Harris does NOT have my vote! nope!
734,She will nail Trump to the cross! :)
735,Another Hillary like candidate to fail.  Ameticans choose Trump over Hillary why not against kamala.
736,"Chracter? She&#39;s been caught red handed withholding exculpatory evidence of those she prosecuted. Very concerning when it comes to &quot;character&quot;, especially calling trumps character out....though no one possess zero blemishes. Trump certainly has his chracter flaws."
737,"People reactions are based on emotions not facts📚. While President Trump may win the popular vote, it’s all about the ELECTORAL COLLEGE! We might witness an upset 👀? The hate is unreal against VP Harris (and Blacks), but it all boils down to what direction Americans want to go in🙏🏿."
738,Trump❤
739,We need Kennedy!
740,"NOR DOES SHE, BOTTOM LINE."
741,Kamala stronger? 😂😂😂😂😂😂
742,She dont have a prayer.<br>They better get Michelle Obana
743,😂😂😂😂😂😂
744,Next she needs a Latino VP.
745,"Apart from Joe, any American on the planet can be a better candidate against Trump."
746,I&#39;m ready for an reenergized vote for Harris!!!
747,Failed Harris dropped in disgrace after failing to win a single delegate. She has failed as vp . What a joke
748,"You are smoking somthing if you think Harris is a stronger candidate than Trump. Harris is a FAILED AG, FAILED presidential candidate (first one to drop out after Gabbords pointed out how corrupt she was <a href=""https://www.youtube.com/watch?v=WabvabWvv8k)"">https://www.youtube.com/watch?v=WabvabWvv8k)</a>, and a FAILED VP who has FAILED at the jobs she has been given. She has no track record to run. She FAILED as the border czar. And her speeches are word salad repetition: &quot;significance of the passage of time,&quot; &quot;yellow school bus,&quot; &quot;you need to get to go and need to be able to get where you need to go get work and get home,&quot; and then trying to define culture."
749,At least Biden had a soul. Nobody likes Kamala. She will lead to a Trump LANDSLIDE
750,They think this is bad now? Wait until Kamala starts laughing and talking without being hidden....What a train Wreck!
751,"GOD MESSAGE TO CROOKED MAFIA NEWS: Any human being with DIGNITY IS STRONGER than MAFIA TRUMP and MAGA including yourself CROOKED CORRUPTED CORPORATE NEWS let along a REAL CURRENT VICE PRESIDENT!<br>MESSAGE TO MRS. KAMALA HARRIS: Mrs. Kalama Harris, I believe there is mafia behind, but now OUR DEMOCRACY and FREEDOM are PLACED FIRMLY ON YOUR SHOULDERS! <br>1- YOU DO NOT NEED TO BE TOO ELOQUENT TO BE A GREAT DEVOTED PRESIDENT WHO DOES GOOD FOR THE AMERICAN PEOPLE from bottom up!! <br>2- It&#39;s time for the VAIN PEOPLE TO WAKE UP about HOW TO VOTE RIGHT for themselves and for our freedom and democracy! <br>3- THIS IS WHAT OUR PRESIDENT JOE BIDEN SAID: We build this country from bottom up!! That is rock solid scientific and political HONESTY. I LOVE IT, EVERY SINGLE WORD!"
752,"Anyone but Trump is a reality now that Biden is out of the race. Democrats can pick just about anybody and win, so they might as well pick someone who actually represents them"
753,WSJ and MSNBC are preparing for this campaign
754,Trump and the GOP are going to lose.
755,Kamala Harris 😂😂🤣<br><br>Good luck 🤞 trying to convince Black men!
756,Is it just me or is Spencer Kimball&#39;s voice is so similar to John Dickerson???
757,Vice president Pamela Harris has my vote all Democrats move to stand for president woman
758,Don&#39;t look up 😅
759,She will never win.she not strong to be a president
760,Young black males feel about Kamala the way older white males feel about Hillary. Kamala easily doubles the percentage and number of young black male votes that Trump gets. Kamala will also cost Dems older white votes.
761,use me as a “trump was right again” button!
762,"She has the same shot, and maybe she can change the tone in the race."
763,WSJ a propaganda demonrat mouth piece. Biden was pushed out and they put a new puppet in.
764,"Trump: Crazy Nancy...Oh, Sorry, Crazy Harris😂"
765,I hate how some people are called &quot;people of color&quot; like they were somehow worse than white people.
766,"Actually, she&#39;s not African American!"
767,"most of these channels won&#39;t even allow comments on such videos, says a lot, and as you can see here:<br>7300 likes<br>5500 dislikes<br><br>that&#39;s the reason they&#39;re hiding dislikes on youtube, back when mister 81 million votes was getting downvoted into oblivion"
768,She&#39;s Hilary 2.0 but worse.
769,It seems she doesn’t even believe what’s she saying herself..also she was selected not elected..
770,Whites blacks Latinos  asians indians Middle east Even democrats we all  voting for trump  no chance kamala Harris  going to win <br>  TRUMP 2024 🇺🇸
771,She&#39;s going to wipe the floor with him. Vote blue
772,Harris is so much the group that’s destory justice system and our country
773,"Kamala, you have to fight hard these people don&#39;t want to see a black woman for President God go wid u 🙏"
774,Another biased piece to sell you a nobody<br>who has done nothing as VP for the last 4 years<br>aside of talking about Venn diagrams
775,"F all that,she&#39;s worse"
776,The left must have forgot about Tulsi destroying Kamala in 2019. If Tulsi accomplish that by herself what do you think Trump and his team will do?
777,How does she favor with the Latino vote?
778,Awww I love my Biden 💙 and I love Kamala❤
779,the only thing stronger kamala harris has over trump is stronger knee caps.
780,shame on wsj
781,Both of her Mother and Father are not American born
782,Trump 2024!!!! FJB
783,Shame. But I&#39;m sure Vance that Trump has to mop the floors with her words salads and border work. <br><br>So easy.
784,"Country is on fire and we are talking about justice agenda between rust belt and black voters ? Seriously , how about candidate that will improve life of both ? We are living in the same country , just a reminder"
785,"We shall see? Kamala Harris has to show more than just articulation in her campaign, she would have to show that she has the stamina to lead and the determination to make crystal clear decisions. Yes, she needs a strong base support that will hold her in her new found position if she wins the White House."
786,Trump’s position on abortion is to let the states decide
787,It’s too late
788,Josh Shapiro/ Wes Moore 2024
789,"I&#39;m actually crying laughing at the fact people think Kamala&#39;s better than biden. if anything, she&#39;s worse because she also is just as clueless as biden and her awful policies and leadership have significantly led to the severe decline in California&#39;s economy and quality of life. why would we want her to now contribute that failure seen in California to the entirety of the country? WE DO NOT! trump has been the only viable option"
790,hah you wish
791,KAMALA WILL WIN👏👏👏👏
792,🤡
793,Kamala and Buttigieg will win if nominated
794,Number 1 she&#39;s Jamaican American. 🤣
795,"Harris has done nothing of note during her term as VP. Indeed the only big job she was given, securing the southern border she failed at spectacularly. This race is already over."
796,Vice president Barack Obama
797,“She need to replicate that debate’s success” <br><br>You mean the one where she got snappy and everyone everywhere hated tf outta her?
798,Kamala docent have the mental capacity to be the President of the United States.+
799,So this election is going to be turned into everything except the economy and the cost of living
800,Now trump is the old man
801,"I think she suffers the same problem as Clinton, being infamous for her shady policies but putting up the front as lovable teddy-bear charming friendly politician. E.g. Clinton was infamous as Secretary of State during Iraq/Libya but in campaign had this lovey-dovey feminist smiling facade. She was more like Thatcher but pretended to be otherwise. People hate that about democrats, the pretentious farce and masquerade, which is why partly why ppl loved Trump because he said it ‘as it is’, he didn’t mince words or beat around the bush or put up this teddy bear exterior, he was blunt and to the point and didn’t feel elitist or condescending to his demographic."
802,Laughing Kamala - love it! We need someone with a sense of humor.
803,No. Trump got this one in the bag .Go trump.
804,"There is only one major player with enough character and profile to beat Trump with this short notice, Pete Buttigieg. Everyone besides evangelical fascists and MAGA fanatics respect him and knows what he stands for. Harris had 4 years to build a profile and didn&#39;t so unless she has something to pull out of a hat real fast she will not win."
805,Kamala!!!!!!! 🎉🎉🎉🎉
806,Trump is more black than Harris.
807,I’m still voting blue 💙💙💙
808,WSJ must&#39;ve known 30 days ago that this would happen 😂 ... They pulled out the popcorn today and hit &quot;Post&quot;
809,Her smile is scary
810,Trump is too old to run for president!
811,Dont let this left sided prosecutor who jailed the most minority amricans then anyone else she cares about illegal migrants not minorities
812,Kamala Harris was born in 🇺🇲 she&#39;s 💯🇺🇲
813,I just wanna know what has Harris done in her vice presidency?
814,I think they have these video premade but with different titles and they change it as the news changes
815,If they want young voters they need Sanders and AOC for vice.
816,"Kamala has done nothing for the country. She is a shame as a presidential representative, she is lacked of diplomatic tactic, she showed when she first traveled representing America, and travel through central America and the first thing she said while people were cheering : &quot; you are not welcome&quot; not welcome to America, omg what ashamed, then she went back to DC and should reluctant to visit the border during great crisis of people specially children in big numbers crossing the border. The only way she would get ahead in 2024 election would be through outsiders interfering the election because she would be an easy puppet of  the enemies of the US, and of course the inside Socialist."
817,"&quot;Kamala Harris is the poorest choice by the Democrats. Our world is in chaos, and we don&#39;t have time to treat this like a children&#39;s show.&quot;"
818,lol
819,tbh i would love to see a women president
820,Harris not going to be the nominee. So irrelevant video.
821,Kamala vs. Trump in an open debate could get ugly. Imagine Trump preventing yet another woman from reaching the Whitehouse
822,Harris the law enforcer versus Trump the felon.
823,this is satire right?
824,I would vote for Harris over Trump any day.
825,😂
826,if kamala has an advantage with black women why did she lose the primary?
827,Don&#39;t forget the LGBTQ community. She is no homophobe.
828,"Makes no sense, Dems say they want to beat Trump... Bernie can beat Trump, as last polling on it shown... Kamala can&#39;t, as evident..."
829,Kamala isn’t African American - can we just clear that up
830,She has our votes in Texas
831,All Trump has to do is put out ads of her cackling. It will drive EVERYONE crazy.
832,HAHAHAHAHAHAHAHA
833,As a Democrat I don&#39;t know how she is the first choice when Kamala lacks the intellect to run this country.
834,She has no clue she got where she is at today buy laying on her back
835,I&#39;m voting harris
836,Stronger because she can walk.
837,Harris is like a 5 yr old - compared to trump
838,"This is a train wreck , everyone knows how horrible this administration is but we’re gonna watch ."
839,she is not ready
840,WSJ has their own investigators and phones tap 🤳
841,We want Trump... Trump... Trump
842,Vote Kamala Democrat 2024<br><br><br>Please vote Democrat
843,🤣🤣🤣😂😂😂nobody can stand her!!!
844,answer is no
845,"The mission is still to keep Trump from regaining the White House and allowing 2025 to start burrowing into our freedoms. Whoever is chosen to run, that is the mission. And we may now bow our heads and Thank God that we had President Biden as long as we had. His 50 years of service to America should now be celebrated by all of us. He is indeed a great man. Thank you, Joe."
846,Trump 70%<br>Others together 30
847,Looks like Trump will definitely be our next president 👏👏👏
848,Kamal is a breath of fresh air in a such a bleak election year!! THANK YOU!!! 🙏 🙏🇺🇸🇺🇸🫶🫶
849,"Kamla is perfect in a laughing contest, nut in American politics $$$"
850,Ride the little harris  yellow bus. Pathetic
851,Harris ain’t it😩
852,KAMALA HARRIS FOR PRESIDENT 🎉💯🇺🇲
853,It&#39;s between Trump and RFK. Go RFK
854,lol
855,Go for Harris and find a strong male vice president who can complement her weaknesses. I hope and pray for a Democratic victory - with love from Denmark!👍🇩🇰🇩🇰&quot;
856,Go Trump
857,Polls and actual votes don&#39;t matter as long as there&#39;s corrupted electoral college
858,"An ever easier win!<br>Heels up Harris has ZERO CHANCE!!<br><br><a href=""http://www.youtube.com/results?search_query=%23trump2024"">#Trump2024</a><br>🇺🇸🇺🇸🇺🇸<br><a href=""http://www.youtube.com/results?search_query=%23maga"">#MAGA</a>"
859,"The Democratic play now is for everyone to get behind Kamala Harris, showing party unity and strength. Do that and the democrats have a very real chance to salvage this. Harris is already getting new dentations on top of the war chest intertied from Biden, so she&#39;s already gaining momentum. Will be interesting (and crucial) to learn who her running mate will be."
860,Who is Harris??
861,She can&#39;t blow half the electorate. So she has no chance
862,She would also make history if elected as the first female president
863,"IMO, Harris is worse if you&#39;re talking about winning. Harris would be a much better president than Biden as a President just due to competence but she doesn&#39;t have his name and popularity. She&#39;s an unknown and Biden is still the incumbent. He&#39;s much more familiar to people so IMO he has the better chance of actually winning."
864,gurrante win for one of the sides
865,Harris cannot win and will not this is fkn laughable 😂
866,WRONG!! 😑 Trump Train’s gonna WIN
867,All we have to do is pronounce her name ka-MAL-ah &amp; they will freak out 😂😂😂🎉🎉
868,"Bye Joe! She will never run, they can’t control her! She can’t control herself! She was and is worst then JOE she made him look and sound smart😒THINK ABOUT THAT 😒she loves yellow school buses 😂😂"
869,😂
870,"She put over 1,500 people in jail for marijuana violations and then laughed about it when she was asked if she ever smoked marijuana.<br>That&#39;s my president! 🤡"
871,"Assuming Kamala&#39;s popularity among black voters is going to be a huge mistake, blacks more than anyone want to see strong leadership."
872,The Democrat Party - A cause without a rebel.
873,"kamala is even worse than that living dead was. shes like a joker, am i watching a warner bros trailer? 😂😂"
874,"Even if you love Harris, the comparison to Obama is absolutely ridiculous."
875,She has my vote
876,She’s out
877,Wwg1wga
878,Mouth
879,Harris is shamed to stand next to Trump
880,If that women becomes president ? USA is doomed and so is the west.
881,😂😂😂😂😂😂😂😂
882,Yes she is stronger!!!! Vote Harris 💙 2025🎉
883,I go with God and the American people! Sadly half of America mostly people of color have No Idea who she is!
884,And the tennis match continues: Advantage trump has changed to Advantage Harris
885,Now we have the first DEI hire candidate for President...  Bravo Joe
886,why does anyone think women and people of colour will vote for kamala harris just because she&#39;s a woman of colour?
887,"History is not on the Democrats side here. The last time Democrats kicked out their own incumbent president running for reelection, Democrats lost. Lyndon B. Johnson was running in the primaries in 1968 but was pressured to step down due to low approval ratings. His Vice President Herbert H Humphrey became the Nominee, and he was defeated by Richard Nixon in a close election."
888,Forget policies etc... She could be the first woman POTUS 🎉
889,This country is 90% down! She going shut it down.
890,Kamala  buena desision por president ahora si ganamos
891,What aboutgay man community
892,NO NO AND NO AGAIN 🎉🎉🎉
893,"WSJ, be honest . You made this video before today’s announcement, didn’t you??😂😂"
894,Trump is so old that the LP record album was not even invented until years after his 1946:birth .<br>   He is too old . Older than Grandpa .
895,I hope we can learn about the significance of the passage of time from her some more.
896,The amount of Russian Bots is mental on WSJ
897,"Kamala has NEVER lost an election debate. In 2004 she suprisingly became San Fran&#39;s DA. In 2010 she became Cali&#39;s AG. In 2016 she became senator. Even in 2020, the one people say she &quot;lost&quot;, she was the only one who finagled her way to become VP. So that was a &quot;win&quot; for Kamala.<br><br>In other words: It&#39;s not wise to undestimate Kamala."
898,Nowyou naild it.
899,I bet most of those women polled on abortion think trump wants to outright ban it. Like this and other msm outlets love to lie about.
900,"The DNC should have held a primary, they have secured a loss for themselves no doubt. <br>Also, where is this coming from? Not like people watched the debates and saw for the first time Biden&#39;s problems, he&#39;s had them for years, so why drop out now?"
901,Thats according to some of the Democrats..but lets see.. its not a good idea to underestimate both candidates...
902,TRUE  THAT ABOUT LACKING CHARACTER  ALWAYS  DEPENDS  ON  NAME  CALLING  AND INSULTING IT NEVER STOPS  AND ITS GROUNDLESS AS HIS PENCHANT FOR LYING  PRECEDES  HIM.ITS TATTOOED ON HIS FACE  ITS SO  WELL KNOWN..  IT&#39;LL BE HIS LEGACY  MORE THAN  ANYTHING....LYING.   REPULSIVE TO HAVE TO  HEAR.  AND WATCH  HIS   ARMS FLAIL.
903,Trumps gonna win by a landslide! Good luck from Canada
904,The DNC trying so desperately to hold onto their position yet they won&#39;t give democratic voters who they want. They pushed Bernie out in 2016 and now they do everything to push RFK Jr out even though he&#39;s the only path to victory and polls have shown it. It&#39;s clear that the democratic party would rather keep hold of their billionaire funding and power than put someone into office that would help the American people at the cost of their political donors.
905,Love how they have hidden the coverage of people that had No Idea who Harris is!😅😅😢
906,lol  I REALLY hope Harris vs Trump.  Go Dems!  :P
907,"No one likes Harris no one, the democrat candidate should be Kennedy who has biggest family name of anyone in democrat party but democrats don&#39;t believe in democracy they will choose candidate and not the people and they will lose bad 😂😂😂😂😂😂"
908,"Terrible choice, Hilary was destroyed by trump this is just another rerun of this. Should be bernie"
909,Harris 2024!💙🇺🇸
910,🗳️💙
911,"Kamala could ignite a women-led movement. The Me Too movement has already demonstrated the formidable power of women in standing up for their rights in America.Trump is a threat to women&#39;s rights, and Kamala Harris is the ideal candidate to challenge that threat."
912,The Democrats are finished.
913,WE ARE ALL FLOODING TO ROBERT F KENNEDY jr!
914,If you will be able to talk coherently and not in word salad.
915,she&#39;s polling worse than biden and biden just dropped out
916,I&#39;m amazed at how quickly the media can go from not saying a word about kamala Harris because she was such a poor speaker to championing her as a second Barack Obama.
917,Let&#39;s go Kamala
918,just so everyone knows the like to dislike ratio is almost 50/50!
919,"And imagine, they had this video all ready to go with the drop of the news.  If you think anything &quot;happens&quot; anymore in this country, then you are a fool."
920,If South Park was real life.. 😂
921,STOP saying she is black! African American! She is Jamaican Indian!
922,You don&#39;t need to worry about the white voters you better worry about the black ones we&#39;re not voting for this lady
923,Tulsi Gabbard shut her down in the primaries. Whats kamala going to do. Most people don&#39;t like her
924,Joe was voted to be his party’s nominee but his own party forced him to quit. His own party went against the American voters. Who again is a threat to Democracy? The party of gaslighters!!
925,Internationally <br>Harris is a BIG mistake <br>Not many leaders are going to take her serious
926,"Yes. She’s younger, more coherent and articulate. She will eat him alive at the debate."
927,They know they will not get enough ppl to show up for Joe to do their mail in apparatus and he’s gone down the hillside. Now they can fake enthusiasm around Kamala.
928,"Kamala Harris was saying this week how Biden is her man for the President, which destroys her credibility entirely."
929,Kamala is not right for the job
930,I don”t know about you but I ain’t getting on that yellow school bus!
931,Democrats FLOODING to vote INDEPENDENT! RF Kennedy Jr!
932,She is going to lose bigly.  LOL.
933,A pet rock is a better choice then orange con- artist who got his money from daddy and image from the media.
934,Four hours ago I was not going to vote for the 1st time in my being able to vote history… Now the choice is clear.
935,Absolutely:  No!
936,I want the bumper sticker now - From Willie Brown to the White House!!!!
937,Landslide victory for Trump
938,WSJ already had this in the chamber I see 😂
939,🤣
940,Let&#39;s go Brandy
941,As an independent voter the Democratic Party has not been honest.
942,What can be unburdened by.. What has been the worst VP in history 😂
943,"This woman insulted everyone&#39;s intelligence weeks ago saying Biden should continue to run. Are you really considering her now? How quickly people forget, smh."
944,Kind of hard to vote for abortion when you can’t put groceries on the table…
945,When does the cackling start?
946,"<a href=""https://www.youtube.com/watch?v=akvhkLHnOAM&amp;t=88"">1:28</a> &quot;Expect Harris to invoked more excitement from black voters&quot;....wow they really think we are that stupid. Dangle Kamala in front of us and we&#39;ll flock 😡"
947,She as much as a disaster as Biden. This is a lay up for Trump. Hillary 2.0.
948,Black people voting for Trump dont fall for this propaganda
949,NO NO AND NO AGAIN 🎉🎉🎉🎉
950,"As for a country, we are so F!!!!!"
951,Easy win for Trump
952,A NAME KAMALA IS INDIAN NAME. WE INDIAN ARE NOT BLACK.
953,Strong debator? Kamilian got face stomped by Tulsi Gabbard and didn&#39;t even make it to the primaries.
954,To compare her to Obama is extremely offensive to Obama. He’s an amazing speaker and incredibly charismatic while she is neither of those things.
955,Kamila &amp; Pete 2024
956,Nonsense from end to another.  Rest of the world laughs their sleeves off 🫣🤪
957,😂😂😂😂😂😂
958,"The Dems won&#39;t pick a different candidate than Harris because any candidate other than her won&#39;t be able to access the war chest of funds that the Biden/Harris campaign has accumulated.  But, because Harris is part of the Biden/Harris campaign, the law allows her to have full use of those millions of dollars.  Any other candidate would have to start from scratch.<br><br>Politically, Arizona Senator Mark Kelly makes the most sense as the VP candidate:<br><br>1. He&#39;s from a very key swing state that he could deliver to the Democrats<br>2. He&#39;s &quot;squeaky clean&quot; in terms of political baggage, unlike all the other contenders who have various kinds of political baggage<br>3. He&#39;s a sympathetic figure because of his wife&#39;s ordeal<br>4. He has an admired background as an astronaut<br>5. His replacement would be named by Arizona&#39;s Democratic governor, thereby keeping that Senate seat on the Democratic side of the aisle.<br><br>Trump is terrified of Harris because she&#39;s a courtroom-experienced prosecuting attorney and will shred felon Trump in debates."
959,I just imagine she was probably in a Hookah lounge somewhere vibing and found the news out like we did
960,"If you&#39;re voting because of someone&#39;s gender or race your voting rights need taken, just saying. This isn&#39;t the prom..."
961,😂😂😂😂😂😂😂😂
962,She is not African American
963,Strong? 🫥
964,A quitter endorses a loser. Nice.
965,"For the benefit of those who don&#39;t remember or aren&#39;t even aware, Harris was at the very bottom of the list for the 2020 Democratic nomination.  How exactly can her handlers possibly elevate her over Trump in any convincing capacity?"
966,It&#39;s so incredible how some media is clearly Democrat and how other is just Republican.
967,Let me quess. There will be a person with the last name Obama involved.  🤨
968,She will destroy Tnutt on a debate stage!!! IF they fact check ALL his lies when he opens his mouth he won&#39;t have a chance!
969,Harris Is Racist towards Disabled Americans and Disabled Veterans.
970,All in on Harris! Let’s go!
971,"Bumpy must be shaking in his boots, Harris is going to wipe the floor with bumpy, see a bump"
972,WSJ is trying soooo hard to gaslight us about Kamala
973,Trump 100%
974,I love her!
975,This is literally just the boys tv show at this point what is going on America
976,"The Goons Spike Milligan, Harry Secombe, Peter Sellers and Michael Bentine could not have written a finer comedy script than this 😂😂😂"
977,"<a href=""http://www.youtube.com/results?search_query=%23trump2024"">#TRUMP2024</a> SHE&#39;S BEEN TERRIBLE"
978,She is even worse
979,Michelle Obama should run instead.
980,"Her own state of california despises her and the lowest VP ratings in history…lol. Sure, she’s your winner! She talks about character? Mayor Willie Brown would like to have a chat!"
981,Kamala Haris has one job to do is to “open US borders from East to West and from north to south”
982,Kamala wil be the one certifying the election. She can jusy block electoral votes and declare herself the winner.
983,Harris? Ehm....No.
984,Kamala Harris can do it!??<br>TRUMP WAS THE WORSE PRESIDENT EVER!!!
985,Kamala cannot win. Biden was a winnable candidate. I expect Chuck Schumer can help here… otherwise some outsiders like Marc Cuban.
986,I wouldn&#39;t let her mow my lawn. LITERALLY!
987,"<a href=""https://www.youtube.com/watch?v=akvhkLHnOAM&amp;t=480"">8:00</a> Why does he refer to black people as “african americans” and white coloured people as “white people” at least latinos being latino makes sense"
988,Su trabajo en 4  años   00000000 kamala  que??
989,"Bye, bye, Trump. The race is over."
990,"The significance of the passage of time, The passage of time is significant, The time is significant of the passage."
991,She will not win. All she does is lie
992,She&#39;s not a criminal 😂
993,So Trump can include not only speaking to terminating the Constitution but also about almost being terminated himself.<br><br>Meanwhile Kamala has to show she can handle immigration properly which is big with voters.
994,"Lol, can&#39;t imagine her sitting across the table of Putin,  or leadership of Iraq, Iran, etc..... they will just ignore her, and continue whatever they want to do"
995,I think her VP Pick will absolutely be the make of break decision . Mark Kelly would be an exceptional pick
996,"Make sure to send more mail-in votes, including those from Marsh, or Democrats will be disappointed"
997,Kamala will be the same as crooked Biden. She will ruin this country. Trump is the way to go.
998,THE QUESTION IS THAT WHO WILL SAVE AND BRING THE USA OUT OF THE DARK NIGHT OF DECLINING ECONOMY AND KAMALA OR MICHELLE OBAMA CAN NOT ANSWER IT!!!
999,Everybody is surprised about this video<br>They don&#39;t realize that his exit was planned before he got covid and thought that he was sharp as tack still believing MSM
1000,I never comment on WSJ posts because Murdoch owns the paper and it is a rag today. BUT it is time to get rid of Trump now that it is time for FACTS. Remember January 6th all you crazed right wingers? Remember what Mitch McConnell said? Remember what Kevin McCarthy said?
1001,White women even the liberal ones are not putting her in the white house before they put their own in there. and just for teh record she is NOT African American
1002,"<a href=""https://www.youtube.com/watch?v=akvhkLHnOAM&amp;t=98"">1:38</a> &quot;as an African American woman&quot;...didn&#39;t she have Indian roots? Simple google search can confirm her parents are from India. Abysmal journalism.<br><br>Does the narrative require her to be black in order to appeal to black voters? Can&#39;t she appeal to them on the basis of...you know...her manifesto?"
1003,"Harris cannot form a coherent sentence, how can she be president?"
1004,"The party who was for &quot;saving democracy&quot; just threw it all away to get what they wanted. If the election is based on personalities, Harris doesn&#39;t have one. She cackles all the time, she treats adults like babies, she can&#39;t stop raving about electric school busses and Venn diagrams, and she goes through staff members only second to the press announcing a new roll out of her."
1005,Everyone is saying &quot;WSJ must have a bunch of scenarios prepared for alternate timelines!&quot;<br>Or maybe they are part of the deep state media and they KNEW that Biden would drop out
1006,I will vote for Kamala
1007,RFK JR lasted longer in this race than biden
1008,Another black president so soon? Won’t the country explode?
1009,"Waw they had this report all ready !!  I guess now Biden will be prosecuted for arming the genocide and Stealing American tax dollars to finance it.? <br>. all Kamala needs now is a BlackRock ¨buddy¨ and a stadium full of AIPAC donors and she may just ¨win¨  ... for them...   <br>Trump already has BlackStone backing him and Aipac love him since he moved the Embassy to Jerusalem, and has  vowed to back the total Anexation of the West Bank and finish the Job in Gaza iff he wins,, ¨more $$ and weapons for Israel¨,, higher housing prices,, its a win win for the American Deep state ..again . Maybe iff Kamala promises to finance the Bengurion Canal, could be enough.?."
1010,A vote for Biden was already a vote for Harris.     I&#39;m not sure Harris has any better chance then Biden really.  😊
1011,"bro they produce this before, thats normal in journalistics."
1012,A vote for Biden was already a vote for Harris.     I&#39;m not sure Harris has any better chance then Biden really.
1013,Most people are saying they don&#39;t want Harris for president she has not done anything for our country
1014,Kamala is not a decision maker like trump
1015,She should pick Joe to be her vice president
1016,It’s tragic that CNN MSNBC et al were willing to cover for Biden’s cognitive collapse.   Kama was willing to cover up the worse than Watergate Biden cover up with failed policies dangerous border. Terrible
1017,The so-called Democrat party has just pit in the face of Democrat primary voters.
1018,A Trump and Harris Debate?? 🤣🤣🤣🤣🤣🤣😂😂😂😉
1019,KAMALA CONTINUES THE POLICY TO DESTROY THE USA!!!!
1020,The worst thing the Dems can do now is show disunity.
1021,Michele Obama for President or Vice President!
1022,Let’s do this Kamala ❤
1023,If European could vote Trump would win hands down! <br>We want Trump !!
1024,maybe is kamala didnt speak to people like 4 year olds people would like her more
1025,Kamala Harris is much worse.
1026,Laffen Kamala gonna lose bad
1027,A lot of Haters in this chat.. Yall didn’t want this smoke with Kamala.. A well spoken Prosecutor vs a self centered convict 😂😂😂😂😂
1028,"She&#39;s got women, youth, people of color, people of different religions, persuasions, genders, s*xual preferences, unions, seniors.  Hmmm... she&#39;ll be okay"
1029,😂😂😂
1030,She is extremely weak.  No experience and she has done nothing.  Trump was a very strong and extremely successful president.  What is the platform going to be?  I can laugh more than President Trump.
1031,Vote Trump <br>And all will be ok
1032,This is just wrong. She doesn&#39;t have young voters. She gets black minorities and a some women (if they&#39;re that pathetic and simply look for that in a candidate). Also minorities by definition are small amount of people and can&#39;t win as majorities. I know you want to discount the white population for your minoritarian bigotry and bias but a) that&#39;s not possible and b) the majority matters more as they are most of the country and most affected.
1033,kamala is too woke.  like claudine gay.
1034,He can go ahead and take that toilet brush with him
1035,the democratics have lost as to many believe a women cannot run the country
1036,All in for Kamala Harris. Let’s go!!!
1037,Can y&#39;all spend more time on the independent candidates?
1038,"Just make it about abortion #1, and Kamala will win. Bring Whitmoore as vice president, and make it an pro-choice ticket"
1039,Harris is awful
1040,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1041,Comparing Harris to Obama? 😂😂😂
1042,Biden was a big Joke and she will be a bigger joke
1043,Is WSJ state media?
1044,"Kamala, climbing her way to the top on her knees!"
1045,Let’s go
1046,"<a href=""http://www.youtube.com/results?search_query=%23comekamala"">#comekamala</a>"
1047,"As a Mexican American,  I say never trust in a liberal!! Trump 2024 !! Aguante Trump!"
1048,و ليست حتى بيضاء لهزيمة ترمب هنا يجب التفكير جيدا بتزوير الانتخابات لن ينفع حتى تحيز المجمع الانتخابي😂
1049,No. Kamala is absolutely terrible
1050,😂😂😂😂😂😂😂😂😂
1051,A dead raccoon has more chance against Trump than DEI hire Harris.
1052,I vote Harris before I vote felon.
1053,"It may be breaking news for the Demonrats but for us on the right, already knew this would be their play. You’d have to a complete mor_on not see through this."
1054,"THE US CITIZENS DON&#39;T THINK YOU UNDERSTAND THE MEANING OF FREEDOM, KALA!!"
1055,lies. no one is excited by kamala.
1056,harris should withdraw to do what&#39;s best for democracy.  she will lose to trump.  we need someone who can win.
1057,San Francisco City mayor maybe a good fit for her to run for.
1058,tbh...Kamala jumping in for Biden in case Biden&#39;s age getting the better of him probably has already been strategically anticipated very early on. Kamala as a colored woman was probably the best kanidate to choose in order to ensure Bidens work in the white house to be passed on to. I believe Biden was smart enough to understand that his clock was ticking and Kamala serves as the ideal safty net.
1059,"Okay, that&#39;s it. I&#39;m in a blue state, but I&#39;m going to vote anyways.."
1060,No she&#39;s not. Only chance the DNC has is having an open convention and picking the best candidate. Harris has just as low approval numbers as Biden.
1061,I rather vote for Kanye west than Kamala  Harris
1062,Omg!   Her??  🤮
1063,This is a debate between a toddler and a prosecutor. She will destroy him in first debate.
