Comment Number,Comment Content,Processed comments
1156,"Somehow, I can only understand better what Trump is speaking",somehow understand better trump speaking
1157,"when biden goes over time multiple times doesnt get told to stop or thank you besides a few bit ,. but every time trump does and is finishing a VERY important exposing sentance he gets cut off",biden go time multiple time doesnt get told stop thank besides bit every time trump finishing important exposing sentance get cut
1158,Wow I&#39;m a Filipino but I SUPPORT DONALD TRUMP FOR GREAT PRESIDENT OF USA.,wow filipino support donald trump great president usa
1159,🫤🫥😶😐 can&#39;t take this anymore..... senile Biden has no idea what he is talking about.... embarrassing....,take anymore senile biden idea talking embarrassing
1160,The debate that ended Biden’s presidency,debate ended bidens presidency
1161,Trump was killing people in Afghanistan and Biden is killing people in Palestine both are worse off,trump killing people afghanistan biden killing people palestine worse
1162,how can you vote for biden after this,vote biden
1163,President Trump is the real one 💪🏻,president trump real one
1164,Why is it always that the new government blames its failure on the previous government.,always new government blame failure previous government
1165,"I&#39;m conflicted. On the one hand, this is elderly abuse, but on the other hand, it&#39;s the most powerful person on the planet.",conflicted one hand elderly abuse hand powerful person planet
1166,TRUMP TRUMP TRUMP TRUMP TRUMP ❤❤❤❤❤❤❤,trump trump trump trump trump
1167,👯,
1168,They pay &quot; 8.2 % on taxes&quot; says biden but high yeld saving accounts they get 7.0% of that back,pay quot tax quot say biden high yeld saving account get back
1169,"I swear that’s a guy in a mask, absolutely nuts.",swear thats guy mask absolutely nut
1170,Пишет,
1171,I love how Biden looks shocked everytime Trump answers.😦,love biden look shocked everytime trump answer
1172,"As a non American this thing is better than netflix, hilarious 😂 I am so sorry that these are your only options to vote for",non american thing better netflix hilarious sorry option vote
1173,"Honestly I feel bad for boden. <br>He needs to retire, hes tired and lost, let him out on his slippers and watch his show.",honestly feel bad boden br need retire he tired lost let slipper watch show
1174,"Biden is just incoherently rambling, this is ridiculous",biden incoherently rambling ridiculous
1175,if only my grandfather couldt see this... strange times to be alieve people...60 bilion is zelenskys monthly bill..,grandfather couldt see strange time alieve people bilion zelenskys monthly bill
1176,He wasted a lot of money of US tax payers for those wars under his administration.,wasted lot money u tax payer war administration
1177,😂😂😂😂😂😂😂😂😂😂😂,
1178,Intocable trump,intocable trump
1179,He can baarely walk out  Biden hahaaha,baarely walk biden hahaaha
1180,To Biden is everything is lie,biden everything lie
1181,I&#39;m here after Joe dropped out the race.,joe dropped race
1182,Americans are doomed,american doomed
1183,anybody here after biden withdrawal from the race.,anybody biden withdrawal race
1184,"Go Trump!!  Trump for President in 2024!!🇺🇲🙂👍 <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=58"">0:58</a> 🌅🌄🏞🌠",go trump trump president href http www youtube com watch v qqggydce amp
1185,"After all this, it allllll led up to joe biden saying bye bye!",allllll led joe biden saying bye bye
1186,We truly witnessed joe biden political career go downhill in real time😂81 million votes to dropping out wow😂,truly witnessed joe biden political career go downhill real time million vote dropping wow
1187,The comments : .....Delight!!!💗🤣,comment delight
1188,Im a lifelong Democrat and I&#39;m a veteran. I think Trump will take care of us veterans as far as our military pensions and service connected pay goes. I&#39;m a Democrat who will be voting for Trump.,im lifelong democrat veteran think trump take care u veteran far military pension service connected pay go democrat voting trump
1189,"They&#39;re like two very naughty boys, explaining themselves to their parents while the cat licks up the milk that&#39;s been split. Way past Biden&#39;s bedtime.",like two naughty boy explaining parent cat lick milk split way past biden bedtime
1190,"As a Non-US American - guys if you need a place to crash, let me know. We have plenty of space here in Europe. And you could see where your taxpayers money went over the past few years &quot;supporting&quot; this war. Its like watching history.",non u american guy need place crash let know plenty space europe could see taxpayer money went past year quot supporting quot war like watching history
1191,"Joe Biden says ‘Idea’ so much, I don’t think that he has any ‘IDEA’ anymore!",joe biden say idea much dont think idea anymore
1192,"A humble request to the international community to save the common students of Bangladesh from dictator, murderer, Hasina. Murderous dictator Hasina is shooting common people like birds to maintain her power please save the people of Bangladesh 😭🙏🙏",humble request international community save common student bangladesh dictator murderer hasina murderous dictator hasina shooting common people like bird maintain power please save people bangladesh
1193,Now the 18-hole golf tournament against Joe Biden will never take place it would have been better than any debate on planet Earth,hole golf tournament joe biden never take place would better debate planet earth
1194,Who’s here after hearing that Biden dropped out of the election?,who hearing biden dropped election
1195,"The day this debate happened seems like everything changed. Day after day breaking news, crazy events unfolding.",day debate happened seems like everything changed day day breaking news crazy event unfolding
1196,Biden IMMEDIATELY starts blaming Trump. As if the last 4 years didnt happen. The left has trained him well.,biden immediately start blaming trump last year didnt happen left trained well
1197,Panic!!!!,panic
1198,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3931"">1:05:31</a> and By the way 😂",href http www youtube com watch v qqggydce amp way
1199,Who&#39;s here after Biden dropped out?,biden dropped
1200,I&#39;m from NZ and ever since sleepyjoe took the office our living situation has been the worst its ever been ...gas prices food etc,nz ever since sleepyjoe took office living situation worst ever gas price food etc
1201,Can&#39;t cheat his way into the next election. Goodbye Bidden. Hello Trump.,cheat way next election goodbye bidden hello trump
1202,"The island of Marajó ( ilha de Marajó ), in Brasil. <br>There are familys with children so poor with no money to pay birth certificates to register their children. So please ask for the police to secretly investigate that, they are raped and trafficed..",island maraj ilha de maraj brasil br family child poor money pay birth certificate register child please ask police secretly investigate raped trafficed
1203,Byedin,byedin
1204,Who is here again after biden&#39;s departure?😅✈️,biden departure
1205,This debate ended Biden’s political career,debate ended bidens political career
1206,So sad this is the last Trump Biden debate! I was looking forward to seeing Biden degrade further in #2 and #3.<br>In hindsight Trump should have gone easy on him to keep Biden in the race. I don&#39;t think it&#39;ll matter though.,sad last trump biden debate looking forward seeing biden degrade br hindsight trump gone easy keep biden race think matter though
1207,Joe blinks once in ten minutes,joe blink ten minute
1208,"America needs a strong president. Biden cant even put his sentence together. If you elect this guy, he might die in office of old age...biden simply mumbles. <br><br>America needs trump. The world needs trump! He deserve a second chance",america need strong president biden cant even put sentence together elect guy might die office old age biden simply mumble br br america need trump world need trump deserve second chance
1209,Joe got crushed so hard here that he’s dropping out 😂,joe got crushed hard he dropping
1210,Who is here after he stepped down from being president?,stepped president
1211,Byden,byden
1212,Biden dropped out 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,biden dropped
1213,Trump did say he likes guys who don&#39;t get caught in war. Not p.o.w. s reference to John McCain. Trump said in 2016 while running for president. Said it on a talk show,trump say like guy get caught war not p w reference john mccain trump said running president said talk show
1214,Who&#39;s watching after he dropped out 😅,watching dropped
1215,Man jeff dunham is doing a great job!,man jeff dunham great job
1216,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3929"">1:05:29</a>  <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4401"">1:13:21</a>  <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4524"">1:15:24</a> they keep cutting him off 😂",href http www youtube com watch v qqggydce amp href http www youtube com watch v qqggydce amp href http www youtube com watch v qqggydce amp keep cutting
1217,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=712"">11:52</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=724"">12:04</a>  he went off the grid 😂 started freestyling",href http www youtube com watch v qqggydce amp href http www youtube com watch v qqggydce amp went grid started freestyling
1218,They are watching u all.,watching u
1219,"QUESTION for Trump. IF YOU DON&#39;T THINK ABOUT CANCER OR WHAT WAS IN OUR SHOTS, PRODUCTS AND SO ON THEN HOW ARE U GOING TO HELP HUMANITY IF U DON&#39;T  CARE.",question trump think cancer shot product u going help humanity u care
1220,Trump the real BOSS 😎😎😎,trump real bos
1221,"STOP making EVERYTHING racist. Its the FAULT of the people who are unemployed, single mothers etc. TAKE responsibility of your OWN actions! If these people cannot afford these children then DONT have them and expect the taxpayers to raise YOUR children!!",stop making everything racist fault people unemployed single mother etc take responsibility action people not afford child dont expect taxpayer raise child
1222,Under Biden everything but my salary doubled 😢,biden everything salary doubled
1223,orange peel vs fossil,orange peel v fossil
1224,"This election is diagousting. The biggest counry, the most brave and dream contry for so many is today a joke - tuled by greedy sick old men. terrible<br> just terrible",election diagousting biggest counry brave dream contry many today joke tuled greedy sick old men terrible br terrible
1225,Comments section is pure entertainment😅😅,comment section pure entertainment
1226,Order! Peace! Low prices! Culture - no immigrants! Freedom of choice: electric or petrol cars!  Freedom and Respect back to NORMAL LIFE!!,order peace low price culture immigrant freedom choice electric petrol car freedom respect back normal life
1227,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1345"">22:25</a>  “Brandon, just speak to ‘em”<br>😂😂😂😂😂😂😂😂 HE CALLED HIM BRANDON",href http www youtube com watch v qqggydce amp brandon speak em br called brandon
1228,This is just pure entertainment. Biden looks terrible though. But these guys just continuesly go back to to previous arguments instead of answering the questions that are being asked.,pure entertainment biden look terrible though guy continuesly go back previous argument instead answering question asked
1229,Trump you have open the eyes of the world,trump open eye world
1230,विश्व बहुत विचित्र है 😶,
1231,Its not really Biden vs. Trump...... Its really Biden vs. Biden. Biden cant  even keep his thoughts and words straight. Lol.,not really biden v trump really biden v biden biden cant even keep thought word straight lol
1232,Honestly cannot believe Biden got elected. I voted at my local voted center. I&#39;m a black Republican. Had my ticket number And my vote was lost in transit because I live in a swing state. I highly believe voter fraud occured and trump did win the 2020 election and that&#39;s why January 6th even happened in the first place.,honestly not believe biden got elected voted local voted center black republican ticket number vote lost transit live swing state highly believe voter fraud occured trump win election january th even happened first place
1233,"In Brazil, the presidential debate was same like that. Bolsonaro = Trump and Lula=Joe Biden. Trump 2024",brazil presidential debate like bolsonaro trump lula joe biden trump
1234,دنیای عجیبیه. 🤴🏼🌐,
1235,"Biden only defense was. The idea we (are/ are not,) doing anything for (insert topic) is a lie and he doesn&#39;t know what he&#39;s talking about.",biden defense idea not anything insert topic lie know talking
1236,I dont know how anyone can watch this and continue to support Joe (or rather whoever is running this country),dont know anyone watch continue support joe rather whoever running country
1237,Joe Biden literally started mass incarceration with the 94 crime bill,joe biden literally started mass incarceration crime bill
1238,Trump 2024,trump
1239,CNN biggest public liars,cnn biggest public liar
1240,Mr garrison vs elder home fugitive,mr garrison v elder home fugitive
1241,"Wouldn&#39;t it be right, if similar debates were held between the nominated candidates for the post of Prime Minister during the election campaigns in India too?🤔",right similar debate held nominated candidate post prime minister election campaign india
1242,<b>*Stay for President*</b><br>President JOE BIDEN <br>FOR PRESIDENT OF UNITED STATE OF AMERICA.,b stay president b br president joe biden br president united state america
1243,Hope Trump is president again.. I like him...❤❤❤,hope trump president like
1244,Family need to take Biden home poor dear needs a carer and its so obvious his developing Dementia plus his at risk of falls and unsteady on his feet ..,family need take biden home poor dear need carer obvious developing dementia plus risk fall unsteady foot
1245,Trump <b>speaks</b> <br><br>Biden 😧,trump b speaks b br br biden
1246,Biden sounds like he is terminally ill,biden sound like terminally ill
1247,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=130"">2:10</a> Why do US candidates get WWE entrances 😂😂😂",href http www youtube com watch v qqggydce amp u candidate get wwe entrance
1248,"THE MAN  GOD HAS CHOSEN FOR THE AMIRICANS FOR NOW HAS SPOKEN,  THE WHOLE WORLD CAN NOW  REFLECT AND RESOLVE THAT DONALD TRUMP&#39;IS THE RIGHT MAN NOW FOR THE AMIRICANS,  HIS  SPEECH IS DIVINE  AND DIRECT  TO SOLVING THE AMIRICANS  PROBLEMS. WHAT A HUMBLE, HONEST, HOPEFUL AND HAPPY. SPEACH FROM  DONALD TRUMP&#39;. I A M CALLING ON THE AMIRICANS AND THE WORLD TO SURPORT DONALD TRUMP&#39;FOR THE GOOD OF AMERICAN PEOPLE AND THE WORLD  TO  VOTE DONALD TRUMP&#39;.  IN  NIGERIA, WE ARE PRAYING FOR TRUMP&#39; VICTORY COME NOVEMBER  THIS YEAR. DONALD TRUMP&#39;IS THE NEXT AMIRICAN PRESIDENT COME NOVEMBER THIS YEAR.",man god chosen amiricans spoken whole world reflect resolve donald trump right man amiricans speech divine direct solving amiricans problem humble honest hopeful happy speach donald trump calling amiricans world surport donald trump good american people world vote donald trump nigeria praying trump victory come november year donald trump next amirican president come november year
1249,Biden&#39;s Pikachu Face,biden pikachu face
1250,Its true that the other countries are seeing America as the best joke with Biden as president . Humiliating.,true country seeing america best joke biden president humiliating
1251,If Trump gets back in office in 4 years will be right back where we started in a recession,trump get back office year right back started recession
1252,Trump is talking about Barack Obama&#39;s economy you can&#39;t take credit for the economy before you&#39;re sworn into office,trump talking barack obama economy take credit economy sworn office
1253,In what policies did Trump talk about none old Trump does is stand up there and lie,policy trump talk none old trump stand lie
1254,Republicans like to make fun of Joe biden&#39;s debate but look at Ronald Reagan he had Alzheimer&#39;s for 2 years into the presidency,republican like make fun joe biden debate look ronald reagan alzheimer year presidency
1255,Before you people vote you had better read project 2025 this is the Republican agenda a fascist look into the future vote Democrat or there will be no more elections,people vote better read project republican agenda fascist look future vote democrat election
1256,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=779"">12:59</a> “What this man has done is absolutely criminal”",href http www youtube com watch v qqggydce amp man done absolutely criminal
1257,President Biden doesn’t have my vote,president biden doesnt vote
1258,No wonder after Ruto visiting America he went bk to raise taxes.<br>Mr Trump xax for the enlightenment,wonder ruto visiting america went bk raise tax br mr trump xax enlightenment
1259,this folks is the debate joe wanted asked for and killed his hopes of becoming potus47.<br>all hail your next president DONALD J TRUMP,folk debate joe wanted asked killed hope becoming potus br hail next president donald j trump
1260,All of a sudden I thought my English listening skills became better as a foreigner. 😂,sudden thought english listening skill became better foreigner
1261,😂😂😂😂😂😂TRUMPS QUESTIONS TO BIDEN,trump question biden
1262,"Biden should retire long time ago, seeing him debate not in his perfect condition",biden retire long time ago seeing debate not perfect condition
1263,"Biden is lying through his teeth and Trump is not actually answering most of the questions, what a predicament we are in🤦🏼‍♂️",biden lying teeth trump not actually answering question predicament
1264,As an outsider looking in Biden spoke well for the most part......what is wrong with people in the USA?,outsider looking biden spoke well part wrong people usa
1265,Why wasn’t “you have The morals of the alley cat” not on the highlights🤣🤣🤣🤣,wasnt moral alley cat not highlight
1266,"I&#39;m not American and have no horse in the race. But if any person thinks Biden is fit to be president, you need to seek psychiatric help.",not american horse race person think biden fit president need seek psychiatric help
1267,Sleepy Joe🤣🤣🤣🤣🤣🤣🤣,sleepy joe
1268,non bias and Biden took the dub.. comments rigged 🥱 ez reads,non bias biden took dub comment rigged ez read
1269,"Having watched <i>The Debate</i> for the first time, I don&#39;t know what all the fuss is about. Trump gave loads of exaggerations, while Biden gave statistics. Biden spoke like someone with so much more to say, providing the detail of what he had done, the benefits of it, and highlighting the international co-operation of which the USA has been the lead since 1945. While Trump just blamed domestic problems on immigrants coming across the border from prisons and mental institutions, and presumed current international crises could easily be resolved by the respect the World has for him. But Europe mocked Trump privately, as evidenced by the leak of diplomatic cables / reports, while Russia, China and NKorea merely massaged his ego with meetings while taking advantage of his worldly ignorance to continue their objectives. Hey ho!",watched debate first time know fuss trump gave load exaggeration biden gave statistic biden spoke like someone much say providing detail done benefit highlighting international co operation usa lead since trump blamed domestic problem immigrant coming across border prison mental institution presumed current international crisis could easily resolved respect world europe mocked trump privately evidenced leak diplomatic cable report russia china nkorea merely massaged ego meeting taking advantage worldly ignorance continue objective hey ho
1270,"“Yea he’s a 6 handicap, that’s the biggest lie of them all” 😂😂😂.  How can anyone hate this man. Trump 2024",yea he handicap thats biggest lie anyone hate man trump
1271,"CNN should be shutdown, hopefully that wil be his first thing as president",cnn shutdown hopefully wil first thing president
1272,Aghahahhahahhahahhahahaaaaaa 🎉🎉🎉.  It&#39;s not even funny....   Oh my gosh🎉🎉🎉,aghahahhahahhahahhahahaaaaaa not even funny oh gosh
1273,Ahahhahahhahahahhaha.  😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉,ahahhahahhahahahhaha
1274,Full Debate: Biden and Trump in the First 2024 Presidential Debate | WSJ,full debate biden trump first presidential debate wsj
1275,"Trump:&quot;we&#39;re a great nation,America is trusted and respected&quot;,bla,bla<br>Also Trump:&quot;We&#39;re a failing nation because of this guy&quot; 😂😂😂",trump quot great nation america trusted respected quot bla bla br also trump quot failing nation guy quot
1276,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=303"">5:03</a> &quot;So we&#39;re working to bring down the price of around the kitchen table and that&#39;s what we&#39;re going to get done.&quot;",href http www youtube com watch v qqggydce amp quot working bring price around kitchen table going get done quot
1277,Okay but can someone please get biden some water? Like.... mush mouth here is strugglin haaaard.,okay someone please get biden water like mush mouth strugglin haaaard
1278,"Trump : I wish he was a great president , because I wouldn’t be here right now the only reason I’m here is because he’s so bad 😠<br><br>Me: 🫢<br><br><br>Biden:🤨",trump wish great president wouldnt right reason im he bad br br br br br biden
1279,I can&#39;t believe how politicians can lie with impunity. No remorse whatsoever!,believe politician lie impunity remorse whatsoever
1280,Can anyone translate ?,anyone translate
1281,STAY STRONG TRUMP💪💪,stay strong trump
1282,God Bless America 🙏🙏,god bless america
1283,Biden looks like he&#39;s stoned,biden look like stoned
1284,I’m struggling to pay for groceries man. Bring trump back!!,im struggling pay grocery man bring trump back
1285,Wait a min Joe was in office when pandemic started and dailed down,wait min joe office pandemic started dailed
1286,Biden is so old that he speaks in hieroglyphics.,biden old speaks hieroglyphic
1287,Biden can only talk good going against trump not for our president,biden talk good going trump not president
1288,"Rewatching this affter the assassination attempt...... I notice this time around Trump is sharp. He has laser focus and is NOT shying away from serving up the truth however it comes out.. it&#39;s a passionate tone, a patriotic attitude towards injustice to our nation. <br><br>TRUMP 2024 ALL THE WAY.",rewatching affter assassination attempt notice time around trump sharp laser focus not shying away serving truth however come passionate tone patriotic attitude towards injustice nation br br trump way
1289,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=378"">6:18</a>🤣 great job by not spreading germs! He almost covered his whole face!! Wow! Amazing!!🤣🤣🤣🤣",href http www youtube com watch v qqggydce amp great job not spreading germ almost covered whole face wow amazing
1290,All of that money spent on other countries 😢 While we are struggling in the USA !  Trump is a business Man ! He got the job done ! His strong &amp; brave 💪 He will make America great again! He will send us more money to the American people either by check or when we file taxes ! I can&#39;t wait ! Trump is not a popet like Biden ! So called Dr . Jill his running this ship 🚢 &amp; that&#39;s why we are sinking .,money spent country struggling usa trump business man got job done strong amp brave make america great send u money american people either check file tax wait trump not popet like biden called dr jill running ship amp sinking
1291,"Biden is too old to rule again. Pls retire, Trumph is good for the job",biden old rule pls retire trumph good job
1292,One thing i strongly admire from DT is his CONFIDENCE!!! amazing!!! just watching him walking in with such high CONFIDENCE makes me feel CONFIDENT that he will demolish crook Biden with just one hand!!👉👉👉👉👉&quot; MAGA&quot;,one thing strongly admire dt confidence amazing watching walking high confidence make feel confident demolish crook biden one hand quot maga quot
1293,Mr Biden your sponsoring a war in Ukraine,mr biden sponsoring war ukraine
1294,Let’s be honest… price gouging is the problem not the economy yall…. “Oh it’s inflation!!” Ummm no there is no data to support this.,let honest price gouging problem not economy yall oh inflation ummm data support
1295,At times Trump was almost gracious to Joe. He felt compassion for his sad situation. Joe Biden’s family and close circle should be ASHAMED for parading him around and abusing him like this. <br><br>AMERICA IS CRIPPLED with this bogus administration in charge. Do you know they haven’t had a full Cabinet meeting since October 2023?! His inner circle was trying to shield Biden’s  cabinet to attempt to hide his condition. DOWN WITH THE DIRTY ELITE POLITICIANS! Rise up America!,time trump almost gracious joe felt compassion sad situation joe bidens family close circle ashamed parading around abusing like br br america crippled bogus administration charge know havent full cabinet meeting since october inner circle trying shield bidens cabinet attempt hide condition dirty elite politician rise america
1296,"Gonna say this. AMERICA, STOP VOTING FOR AGED MEN! THERE&#39;S A REASON WHY THE AGE FOR PRESIDENCY IS 36!",gon na say america stop voting aged men reason age presidency
1297,I&#39;d really love to see Epic Rap Battles of History do a Trump vs. Biden. My inability to understand a word Sleepy Joe says would go right along with my inability to understand rap.,really love see epic rap battle history trump v biden inability understand word sleepy joe say would go right along inability understand rap
1298,Biden can&#39;t even talk. Take him out of office. Also fire director of secret service,biden even talk take office also fire director secret service
1299,&quot;He&#39;s giving 200 billion dollars on Ukraine.&quot; <br><br>NO WONDER EVERYTHING&#39;S EXPENSIVE,quot giving billion dollar ukraine quot br br wonder everything expensive
1300,"Biden, much better than CONVICTED CRIMINAL?   Duh",biden much better convicted criminal duh
1301,"Remember when Biden visited a veteran who lost his arm and instead of thanking the soldier he said, &quot;What do you want?&quot; <br><br>Or when he told a construction worker, &quot;I work for myself.&quot; <br><br>VOTE TRUMP 🇺🇸",remember biden visited veteran lost arm instead thanking soldier said quot want quot br br told construction worker quot work quot br br vote trump
1302,The idea!!!,idea
1303,I&#39;m just wondering what people outside of America think of this 💀,wondering people outside america think
1304,<b>Americans:</b><br>🔴Trump VS Biden🔵<br><br><b>Rest of the World:</b><br>We&#39;re so doomed..!,b american b br trump v biden br br b rest world b br doomed
1305,Who is that old man on the right? Lost grumpa?😂,old man right lost grumpa
1306,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4584"">1:16:24</a>",href http www youtube com watch v qqggydce amp
1307,I’m confused I had no idea what Biden said not trying to be mean but why does he talk like that???,im confused idea biden said not trying mean talk like
1308,"i&#39;m a  kiwi living in new zealand  go go go donald trump for 2024 biden backs  abortion how dare he call himself a catholic, i&#39;m praying that trump wins",kiwi living new zealand go go go donald trump biden back abortion dare call catholic praying trump win
1309,"Before the covid my house is only 350.00 now is 1,3",covid house
1310,"His son registered in the Army when he was already 35, and already sick. So, what type of a job did he do as a “soldier”?",son registered army already already sick type job soldier
1311,"The illegal immigrant isn&#39;t taking your job, Joe. One gave you your job",illegal immigrant taking job joe one gave job
1312,"And, by the way. .. the idea that.. and the other thing is ...",way idea thing
1313,"Trump is begging for money from his followers, yet he can&#39;t pay his own bills. <br><br>Trump will lose.  There&#39;s no way Americans will elect this guy.",trump begging money follower yet pay bill br br trump lose way american elect guy
1314,"Biden just need retirement, USA is too huge for him to handle",biden need retirement usa huge handle
1315,This female presenter sounds a bit racist with all those stats about black folks. Shame on her.,female presenter sound bit racist stats black folk shame
1316,💀,
1317,Millions of people ! Millions!! And we only got 2 senior citizen nominees???<br>😂😂😂😂😂😂,million people million got senior citizen nominee br
1318,"If trump doesnt win, im going back to mexico",trump doesnt win im going back mexico
1319,Biden ended pipeline jobs the first day wheres the solar panels Joe? We want the billions of dolars back from the semiconductor plant. Wheres the semiconductors ?<br>Paul pelosi may have that money since he invested in it secretly or how bout the money from the immigrant hotels nevermind just kidding if the media says it believe it,biden ended pipeline job first day wheres solar panel joe want billion dolars back semiconductor plant wheres semiconductor br paul pelosi may money since invested secretly bout money immigrant hotel nevermind kidding medium say believe
1320,If i hear one more time an answer starting with &quot;The idea...&quot; idk what ill do..,hear one time answer starting quot idea quot idk ill
1321,Biden if you don’t think we have the greatest economy. Step down and sit down. Biden’s only priority is illegal immigrants,biden dont think greatest economy step sit bidens priority illegal immigrant
1322,I wish Biden wore a voice changer box or Darth Vader mask when he talked. Like nails on a chalkboard listening to him.,wish biden wore voice changer box darth vader mask talked like nail chalkboard listening
1323,Number 1 number 2 what a liar,number number liar
1324,Watching instead of a thriller on Netflix. Do not regret it.,watching instead thriller netflix not regret
1325,"Dear Mr Josef Biden: Mr Putin says in his interview that Mr Putin prefers Josef Biden as the president of USA. But Russia is not meddling the US elections. What we had with Mr Hodorkovsky?  I remind you that USA supported a billioner Mr Hodorkovsky who was a citizen of Russia. USA wanted him to become a President of Russia. What we have now? USA supported  Mr Navalny who insulted Mr Putin saying that Mr Putin is a robber and murderer. USA blamed a death of Mr Navalny on Mr Putin. What we have now? An attempt to assassinate Mr Robert Fico of Slovakia and later an attempt to assassinate Mr Trump. Why Mr Biden is so afraid of opposition? And who is really a murderer? Nevertheless, personally, I respect for you as a father who, despite all mass media shows about your son Hunter, remains proud of your son Hunter. You are excellent father! But my former Boss Boris brought up his excellent daughter who will never be Maria Magdalena. And what we have now? Zelensky has become  Maria Magdalena, Navalny became  Maria Magdalena . Who is the next to become Maria Magdalena?",dear mr josef biden mr putin say interview mr putin prefers josef biden president usa russia not meddling u election mr hodorkovsky remind usa supported billioner mr hodorkovsky citizen russia usa wanted become president russia usa supported mr navalny insulted mr putin saying mr putin robber murderer usa blamed death mr navalny mr putin attempt assassinate mr robert fico slovakia later attempt assassinate mr trump mr biden afraid opposition really murderer nevertheless personally respect father despite mass medium show son hunter remains proud son hunter excellent father former bos boris brought excellent daughter never maria magdalena zelensky become maria magdalena navalny became maria magdalena next become maria magdalena
1326,Any candidates who dodged a question. Did so by use of posponments. Did so to get something ready for later.  Then grinned. But did so really expressivly. Then decided and did return to what he wanted to be focused on (hearing himself say that hey wanted). If they did all of that without any visible help on all or most questions. Both lose the debate. But we all lose out on honesty from both on this televised event and tax payors will help them do their stuff too.,candidate dodged question use posponments get something ready later grinned really expressivly decided return wanted focused hearing say hey wanted without visible help question lose debate lose honesty televised event tax payors help stuff
1327,It&#39;s incredible that Biden is only 3 years older than Trump.,incredible biden year older trump
1328,I love these comments,love comment
1329,"&quot;The only existenital threat to humanity, is climate change&quot; Has biden lost the plot completely? It is clearly nuclear arms and war. Sheesh. Wasting all this money on high cost low benefit climate policies, it is unintelligent.",quot existenital threat humanity climate change quot biden lost plot completely clearly nuclear arm war sheesh wasting money high cost low benefit climate policy unintelligent
1330,"Trump: Yeah, he was right, he finally beat medicare - he beat it to death🤣🤣🤣<br><br>Am not American, but I follow up most of the activities of her government , and I can say for sure, Biden&#39;s administration is ......... let me hold my peace",trump yeah right finally beat medicare beat death br br not american follow activity government say sure biden administration let hold peace
1331,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4585"">1:16:25</a> yooo biden be swallowing mad hard💀😭😭😂😂😂",href http www youtube com watch v qqggydce amp yooo biden swallowing mad hard
1332,Tapper is a sell out. Shameful,tapper sell shameful
1333,“Covid- I skibidi with. — Joe Biden 2024,covid skibidi joe biden
1334,The look that Bidens’ giving Trump is completely revealing. The truth will set you free!! Never in my life have I been subjected to this type of immature ramblings which are regrettably coming from an actual Presidential debate.,look bidens giving trump completely revealing truth set free never life subjected type immature ramblings regrettably coming actual presidential debate
1335,"Trump&#39;s way of saying things is way better than Biden&#39;s, he&#39;s incredibly charismatic, but Biden is saying way better things...<br>(I&#39;m Dutch and I don&#39;t know what I&#39;m talking about, republicans please don&#39;t get angry!!!)",trump way saying thing way better biden incredibly charismatic biden saying way better thing br dutch know talking republican please get angry
1336,I cannot believe that Biden is even considered for another 4 years.,not believe biden even considered another year
1337,Take a shot every time Biden says in a sentence <br>« Number 1 <br>Number 2 ! »,take shot every time biden say sentence br number br number
1338,I like the confidence of trump and his free face.,like confidence trump free face
1339,US is such a laughing stock,u laughing stock
1340,Stop Biden&#39;s madness ... he&#39;s not a President. <br>He is a liar !!!,stop biden madness not president br liar
1341,Everyone seems to be overblowing how much Biden messed up. He definitely stumbled over words but he only messed up his thoughts twice in the first 20 mins. The rest of his dialouge was easy to follow,everyone seems overblowing much biden messed definitely stumbled word messed thought twice first min rest dialouge easy follow
1342,What kind of leadership now a day&#39;s world producing 😂 😂,kind leadership day world producing
1343,Why do we have ads for 3 mins then give a president 60 seconds to discuss big issues pathetic,ad min give president second discus big issue pathetic
1344,Trump is the men for this Job🙏🔥👍,trump men job
