Comment Number,Comment Content,Processed comments
522,This was all Trump - CNN did their best to rescue Joe but his performance was pitiful. I&#39;m shocked they allowed this to ever happen,trump cnn best rescue joe performance pitiful shocked allowed ever happen
523,"Hi everyone, whoever is reading this just wants to say that we are all praying for each other that everything will be OK and that you will shine like a rising star with great success and wealth",hi everyone whoever reading want say praying everything ok shine like rising star great success wealth
524,Yes yea ye a,yes yea ye
525,"Everytime that Trump speaks Biden start steering at Trump and look to confused. He is trying to keep up with Trump but his brain is trying to go to sleep, it&#39;s like he is a zombie in the walking dead.",everytime trump speaks biden start steering trump look confused trying keep trump brain trying go sleep like zombie walking dead
526,I don&#39;t like the guy who coordinates this debate. he doesn&#39;t pay attention when president Trump wanted to make a response to biden.,not like guy coordinate debate not pay attention president trump wanted make response biden
527,Both these guys are way too old. They are supposed to stay in bed,guy way old supposed stay bed
528,TRUMP 2024.....,trump
529,This debate was poor trump did better but I hate the fact that our options for a president are Bad and worse,debate poor trump better hate fact option president bad worse
530,2024 trump,trump
531,Looks like trump had everything on his finger tips .,look like trump everything finger tip
532,Debate to determine the best direction for the future,debate determine best direction future
533,I wanna see them to put gloves and enter the ring to settle that debate 😂😂,want see put glove enter ring settle debate
534,Very interesting,interesting
535,Everytime JB speaks here  i was hopin he didnt collapse. Hes finished.,everytime jb speaks hopin not collapse he finished
536,Yo bush ngecaptok mbayang❤👍,yo bush ngecaptok mbayang
537,Mati larene ngecaptok mbayang❤,mati larene ngecaptok mbayang
538,Tengkyu👍✅️,tengkyu
539,Biden looks very tired. Too old to be a strong leader. Trump 2024.,biden look tired old strong leader trump
542,Trump ❤,trump
544,President Biden you did well. You made clear and concise points. Donald Trump did what he does best...lies on top of lies and make up stories...absolutely no substance and no truth. Only if Donald Trump would accept his follies then just be real with the Americans he would gain international respect. President Biden is psycally frail but he knows what he is speaking about.,president biden well made clear concise point donald trump bestlies top lie make storiesabsolutely substance truth donald trump would accept folly real american would gain international respect president biden psycally frail know speaking
545,We&#39;re so cooked,cooked
546,"Let&#39;s go Joe, you got this",let u go joe got
547,"President Biden, you got this",president biden got
548,Is it supposed to feel like a joke?? Why does this feel like a skit??,supposed feel like joke feel like skit
549,Joe is willing to financially brake and destroy the country in the name of climate politics,joe willing financially brake destroy country name climate politics
550,South park gonna be happy with this one 😂,south park going happy one
551,How is biden even a president,biden even president
552,"The biggest catastrophic failure of 2 politicians that are trying to be president,Trump was bad but Biden was in outer space,he didn&#39;t even know Where he was at,its just pitiful",biggest catastrophic failure politician trying presidenttrump bad biden outer spacehe not even know atits pitiful
553,"The so called dictator offered a vax that was  &quot;wonderful!&quot;<br>The puppet came along and said &quot;you WILL take this shot!&quot;<br>Im thinking I&#39;ll go with the guy that wont take my livlihood away, if I dont do  what he says.",called dictator offered vax wonderfulthe puppet came along said take shoti thinking go guy not take livlihood away not say
554,I am not American and don&#39;t know how you pick prisdent but in my country we don&#39;t make dementia patients our president,not american not know pick prisdent country not make dementia patient president
556,One week later and Dementia Joe is in even more shambles. Trump 2024!,one week later dementia joe even shamble trump
557,"Food is more than 20% it&#39;s about 300%&gt; Biden, on the other hand, exaggerated and fibbed 200%",food biden hand exaggerated fibbed
558,I&#39;d like my time back plz. This was all totally predictable. No surprises for me.,would like time back plz totally predictable surprise
559,Best Debate Ever.,best debate ever
560,Jake Tapeworm and Dana Gash😂😂😂😂😂😂😂😂😂😂clown world,jake tapeworm dana gashclown world
561,2 old crazy prunes!,old crazy prune
562,Greatest debate ever! Thank you CNN!,greatest debate ever thank cnn
563,🤡 VS 🤡,v
564,"Biden did make some good points here and there, but he keeps stumbling through his sentences which is hard to watch. Can’t believe these 2 are going to lead America smh",biden make good point keep stumbling sentence hard watch not believe going lead america smh
565,Biden: “the idea….”<br>How many more times you have to say that🙄 President Trump got my vote definitely! <br>I don’t want dementia Biden running our country!,biden ideahow many time say president trump got vote definitely not want dementia biden running country
566,Biden is reading the script?,biden reading script
567,Joe looks like he just finished a Tom Platz leg day in between questions,joe look like finished tom platz leg day question
568,Make America Great Again 🇺🇸🇺🇸🇺🇸<br>Go Trump!!! 🇺🇸,make america great go trump
569,oh we&#39;re cooked. beyond cooked atp,oh cooked beyond cooked atp
570,Where is fentanyl from? China! How did it get so much more under Biden? Open borders! How can Biden say that drug overdoses are lower than ever? Has he seen news or anything? 10s of thousands of people die every day of an overdose. It&#39;s never been higher before. I lost 3 people to this disgusting stuff that shouldn&#39;t even be here in the first place!,fentanyl china get much biden open border biden say drug overdoses lower ever seen news anything thousand people die every day overdose never higher lost people disgusting stuff not even first place
571,So America wants a President who doesnt know which string to pull on another President so things in his country works? Do i even need to mention names?,america want president not know string pull another president thing country work even need mention name
572,"&quot;Dear&quot; Americans, choose only Biden.🤣🤣🤣🤣🤣",dear american choose biden
573,Free phalestine,free phalestine
574,America is in trouble!! THIS IS SAD!!,america trouble sad
575,I love reading your comments. Thanks very much!,love reading comment thanks much
576,Trump just lies and Biden is incapable of lying because he can’t understand the question,trump lie biden incapable lying not understand question
578,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3330"">55:30</a> Biden looks like he fell asleep when she mentioned black mothers and black Americans and then he wakes back up when she says ‘white Americans’ at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3337"">55:37</a>",biden look like fell asleep mentioned black mother black american wake back say white american
579,"@ <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1922"">32:02</a><br>Since the beginning of the Russian invasion in February 2022, the United States has provided substantial aid to Ukraine. As of early 2024, the total amount of aid approved by Congress for Ukraine stands at nearly $175 billion. This includes a mix of military, economic, and humanitarian assistance.<br><br>Military Aid: The largest portion of this aid, approximately $117.4 billion, has been allocated for defense-related purposes. This includes weapons systems, training, and intelligence support for the Ukrainian military.<br>Economic Support: Around $34.8 billion has been provided through the Economic Support Fund, aimed at sustaining essential government services in Ukraine, such as law enforcement and other critical infrastructure.<br>Humanitarian Aid: An estimated $22.6 billion has been dedicated to humanitarian efforts, including support for refugees and other forms of economic assistance.<br>Much of this funding is used not only to directly support Ukraine but also to replenish U.S. military stockpiles and support defense manufacturing within the United States​ (Council on Foreign Relations)​​ (CRFB)​​ (CSIS)​.",since beginning russian invasion february united state provided substantial aid ukraine early total amount aid approved congress ukraine stand nearly billion includes mix military economic humanitarian assistancemilitary aid largest portion aid approximately billion allocated defenserelated purpose includes weapon system training intelligence support ukrainian militaryeconomic support around billion provided economic support fund aimed sustaining essential government service ukraine law enforcement critical infrastructurehumanitarian aid estimated billion dedicated humanitarian effort including support refugee form economic assistancemuch funding used not directly support ukraine also replenish yous military stockpile support defense manufacturing within united state council foreign relation crfb csis
580,Biden😮😮😮🥴,biden
581,"Biden: No there is nothing with illegal immigrants happening... American flags are getting burned in New York, LA is the capital of crime and stealing.",biden nothing illegal immigrant happening american flag getting burned new york la capital crime stealing
582,stay strong Mr Trump.,stay strong mr trump
583,Biden too old,biden old
584,"@ <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1754"">29:14</a><br>As of early 2024, the ongoing war in Ukraine has resulted in a substantial loss of life. Civilian casualties are estimated to include over 10,000 deaths and tens of thousands of injuries since the conflict began. Additionally, military casualties for both Ukrainian and Russian forces are significant, with estimates suggesting nearly 500,000 troops killed or wounded combined. These figures highlight the severe human cost of the conflict, which continues to escalate as fighting persists.<br><br>For more detailed and updated information, you can refer to sources like the United Nations, International Organization for Migration, and other monitoring agencies​ (Al Jazeera)​​ (National Immigration Forum)​​ (WOLA)​.",early ongoing war ukraine resulted substantial loss life civilian casualty estimated include death ten thousand injury since conflict began additionally military casualty ukrainian russian force significant estimate suggesting nearly troop killed wounded combined figure highlight severe human cost conflict continues escalate fighting persistsfor detailed updated information refer source like united nation international organization migration monitoring agency al jazeera national immigration forum wola
585,"Pricing, Homelessness, Loneliness, Car Dependencies.. All that under Biden was never larger before",pricing homelessness loneliness car dependency biden never larger
586,&quot;These are wars that will never end with him.&quot;<br><br>- Donald Trump,war never end donald trump
587,Biden lied righ on the first question..damm,biden lied righ first questiondamm
588,"Trump was landing blow after blow after blow. Trump has command of the information, and Biden told several lies. The fact checkers should have fun  critiquing Biden.",trump landing blow blow blow trump command information biden told several lie fact checker fun critiquing biden
589,Stop! Biden,stop biden
590,A lot of babies died tonight joe,lot baby died tonight joe
591,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=672"">11:12</a>.30 i burst out laughing when he said &quot;we are the most admired country in the world&quot; <br>You need to get out more Joe. Your the current World power. That does NOT make you the most admired.",burst laughing said admired country world need get joe current world power not make admired
592,❤ We love President Trump❤2024❤,love president trump
593,Like in Austria! Where the aborigines are gone? You all fighting but  all those people who owned those lands don&#39;t existe anymore. Keep fighting!,like austria aborigine gone fighting people owned land not existe anymore keep fighting
594,"Grocery prices in the United States did not go up by 100%, but they did see significant increases during the recent period of high inflation. Here&#39;s a detailed look at the situation:<br><br>Key Points on Grocery Price Increases:<br>Inflation Impact:<br><br>Inflation impacted many sectors, including groceries, with notable increases in prices. The overall Consumer Price Index (CPI) for food at home increased significantly from 2021 through 2023.<br>Percentage Increases:<br><br>According to the U.S. Bureau of Labor Statistics (BLS), the CPI for food at home increased by 6.5% in 2021, 11.4% in 2022, and continued to rise in 2023 but did not double in price.<br>Specific categories saw varying increases. For example, in 2022, the prices of meats, poultry, fish, and eggs rose by 12.5%, and dairy products increased by 11.8%​ (U.S. Customs and Border Protection)​​ (U.S. Customs and Border Protection)​.<br>Contributing Factors:<br><br>Supply Chain Disruptions: Ongoing disruptions caused by the COVID-19 pandemic continued to affect production and distribution.<br>Labor Costs: Increased labor costs due to shortages and wage increases also contributed to rising prices.<br>Input Costs: Higher costs for raw materials, transportation, and packaging impacted the final prices of groceries.<br>Global Events: The Russia-Ukraine conflict further exacerbated food prices, especially affecting commodities like wheat and corn​ (U.S. Customs and Border Protection)​​ (U.S. Customs and Border Protection)​.<br>Detailed Statistics:<br>Meats, Poultry, Fish, and Eggs: Up 12.5% in 2022<br>Dairy Products: Up 11.8% in 2022<br>Fruits and Vegetables: Up 8.4% in 2022<br>Non-Alcoholic Beverages: Up 8.0% in 2022​ (U.S. Customs and Border Protection)​​ (U.S. Customs and Border Protection)​.<br>Sources:<br>U.S. Bureau of Labor Statistics<br>U.S. Department of Agriculture (USDA)<br>In summary, while grocery prices have risen significantly due to various economic factors, they did not increase by 100%. The increases were substantial but varied across different food categories.",grocery price united state not go see significant increase recent period high inflation detailed look situationkey point grocery price increasesinflation impactinflation impacted many sector including grocery notable increase price overall consumer price index cpi food home increased significantly percentage increasesaccording yous bureau labor statistic bls cpi food home increased continued rise not double pricespecific category saw varying increase example price meat poultry fish egg rose dairy product increased yous custom border protection yous custom border protectioncontributing factorssupply chain disruption ongoing disruption caused covid pandemic continued affect production distributionlabor cost increased labor cost due shortage wage increase also contributed rising pricesinput cost higher cost raw material transportation packaging impacted final price groceriesglobal event russiaukraine conflict exacerbated food price especially affecting commodity like wheat corn yous custom border protection yous custom border protectiondetailed statisticsmeats poultry fish egg dairy product fruit vegetable nonalcoholic beverage yous custom border protection yous custom border protectionsourcesyous bureau labor statisticsus department agriculture usdain summary grocery price risen significantly due various economic factor not increase increase substantial varied across different food category
595,"This shouldnt be a debate like Trump said. I genuinely don’t now how Biden got ELECTED last time by the American people becuz any normal person can SEE the pure contrast in the physical and mental conditions between the two candidates!!<br><br>So like either the votes were rigged, which is a terrible sign for the American Country and its democracy. <b>OR</b> The American people willingly voted Joe to be president despite him being literally incoherent and acting real creepy in front of young girls, which is <b>still</b> a terrible sign how failed the American people and country were. 😔",not debate like trump said genuinely not biden got elected last time american people becuz normal person see pure contrast physical mental condition two candidatesso like either vote rigged terrible sign american country democracy american people willingly voted joe president despite literally incoherent acting real creepy front young girl still terrible sign failed american people country
596,All gone! Where?,gone
597,"its like that cartoon skit, where u got a date with a girl but you&#39;re nervous so your friend gives you an earpiece and tells you what to say, but you still manage to ruin everything. haha",like cartoon skit got date girl nervous friend give earpiece tell say still manage ruin everything haha
598,Why tf Atlanta gotta be hosting this thing? We just be letting all kinds of shyt happen here 🤨,tf atlanta got hosting thing letting kind shyt happen
599,Every one in America is from  everywhere else! What about the owner of the land?,every one america everywhere else owner land
600,Great video. I&#39;ve been following it,great video following
601,Great video. I&#39;ve been following it,great video following
602,The video is very good.,video good
603,OMG him again.,omg
604,the rich are getting richer,rich getting richer
605,The teleprompter is excellent! How much anti dimentia pills did he take?,teleprompter excellent much anti dimentia pill take
606,"Biden ( <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=410"">6:50</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=428"">7:08</a> ) <br>Absolutely insane, misinformation. This guy is not human.",biden absolutely insane misinformation guy not human
607,Make weed legal,make weed legal
608,"I just wonder why Biden still the best choice among Democrats, we know he&#39;s too old to walk on stage, we know he sometimes forget what he&#39;s talking about while having a speech, he allows illegal immigrant to flock in to the southern border. what do you think he will do for the next 4 years?",wonder biden still best choice among democrat know old walk stage know sometimes forget talking speech allows illegal immigrant flock southern border think next year
609,GO AWAY!,go away
610,the only criminal here is the man im looking at right now<br><b>gazes off into the distance</b>,criminal man looking right nowgazes distance
611,What’s wrong with Joe ???,wrong joe
612,"335,000,000 in this country and these are best 2 we can come up with,lord help us all",country best come withlord help u
613,"GLIMMITCHEWASSY KLIYEKA LANDOOUTOVEAXUM,<br>KANSAS <br>PRORECENTER😢RANNINGLOWENBCPASS IPASS IZ AN N KRASHUN BUT MIA SOMO ✔️ N OUT SO MAKE AETOLLWAY DUMDUMZ GODDAGOFRELZ, NO HE WUZ A HARD ON PHARCY²TAEK, GUSTLIEKNINUP NELSO CREEEK BADDER DAD REAX SIMILARLY.<br>I THOUGHT HE WAS INDVINSYLABLE IT SHOX AGE PAN KRASIA KRAYNSIR IT ABSOLUTELY GAVE ME A SHOCK.<br>I LUV U MICHAEL LANDON. URORFARTSWETTEW TO ME YOU HAVE TOP SPOT SO I REPRESENT THE <a href=""http://www.youtube.com/results?search_query=%23nflipslide"">#NFLIPSLIDE</a>, NO OTHER HE Z HUDCEMTER, LEE COUNTY THEY MOVED TO DIXON. FOR THE RECORD...FOR US THEY UZ THAT TO TYMALLHOWEVER ITBSHUFFLED SOW HAY I LOVE ME SOME LITTLE HOUSE ON THE PRAIRIE. <br>ON THE HIGHWAY TO HEAVEN MAN HEY I LOVE YOU BRO I HAD NO TIME RIGHT NOW BECAUSE YOU&#39;RE THE NUMBER ONE GUY MAN YOU MADE ME EMBRACE YOU KNOW MORTALITY YOU HIT ME HARD I THOUGHT YOU WERE INVINCIBLE AND IF YOU CAN DIE I MEAN EVERYTHING EVERYBODY CAN DIE I REMEMBER THAT HE&#39;S MY NUMBER ONE AND NOBODY NOBODY GOT ANYTHING BAD TO SAY ABOUT HIM I DON&#39;T CARE ABOUT",glimmitchewassy kliyeka landooutoveaxumkansas prorecenterranninglowenbcpass ipass iz n krashun mia somo n make aetollway dumdumz goddagofrelz wuz hard pharcytaek gustliekninup nelso creeek badder dad reax similarlyi thought indvinsylable shox age pan krasia kraynsir absolutely gave shocki love michael landon urorfartswettew top spot represent nflipslide z hudcemter lee county moved dixon recordfor u uz tymallhowever itbshuffled sow hay love little house prairie highway heaven man hey love bro time right number one guy man made embrace know mortality hit hard thought invincible die mean everything everybody die remember number one nobody nobody got anything bad say not care
614,"Trump : &quot;I have the biggest heart&quot;,  you may or may not have the biggest heart, but you yourself should not declare that, it is others/people should declare that.",trump biggest heart may may not biggest heart not declare otherspeople declare
616,$400 for insulin?,insulin
617,TRUMP was so FUNNY 😁 😂❤🎉,trump funny
618,TRUMP FOR PRESIDENT 🎉❤🎉NO ENDS AND BUTS ARRIBA MR TRUMP 🎉❤,trump president end buts arriba mr trump
619,"When the people can agree that both these candidates are absolute trash, we can move on as a country.",people agree candidate absolute trash move country
620,The people will have to unite and make changes,people unite make change
621,"Me, as a student of english language, is very difficult to understand what Biden is saying, and sometimes I think he either don&#39;t. From Trump, I only heard he speaking about immigrants, &quot;they are taking our rooms, our beds, our social security, etc...&quot; Clearly Trump are wrong about immigrants, cause they are crucial for the economy grow, but he is right about some criminals and people with mental problems crossing the border illegally. And for everyone is clearly that Biden cannot grab any public job, he is having some cognitives problems that could being worse with time and that could dive the US in a deep crisis of credibility. Good luck USA.",student english language difficult understand biden saying sometimes think either not trump heard speaking immigrant taking room bed social security etc clearly trump wrong immigrant crucial economy grow right criminal people mental problem crossing border illegally everyone clearly biden not grab public job cognitives problem could worse time could dive u deep crisis credibility good luck usa
622,Dang this was an embarrassment! 💀,dang embarrassment
623,"God, the republican party is a joke.",god republican party joke
624,Donald Trump should never become president after leading an insurrection against the Government.,donald trump never become president leading insurrection government
625,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=783"">13:03</a> “Thank you, President Trump,” said Jake Tapper right after Biden froze for 15 seconds and effectively lost the election.  He, like millions of others, knew the import of that moment.",thank president trump said jake tapper right biden froze second effectively lost election like million others knew import moment
626,"Esta pensando si dejo prendido el gas del te, en la sala oval 😅",esta pensando si dejo prendido el gas del te en la sala oval
627,Simple BIDEN’s got to go …..let’s get our country back on track …….Trump had our country safe and affordable……Biden is destroying our country !!!! Coke in the White House is ok with Biden……seriously……in real life someone is going to jail !!!,simple bidens got go let u get country back track trump country safe affordablebiden destroying country coke white house ok bidenseriouslyin real life someone going jail
628,"2 idiots in the making, one slightly more sensible than the other.",idiot making one slightly sensible
629,Trump save world!!!!!,trump save world
630,That those two are presidential candidates is just sad.,two presidential candidate sad
631,Putin  and Xi jinping are Laughing  at the corner be  like😅😆😀😂🙌,putin xi jinping laughing corner like
632,Old joey got that deer in the headlights look😆,old joey got deer headlight look
633,Biden is not my President.!!,biden not president
634,Bye Mr. Biden.,bye mr biden
635,"Woaoh, President TRUMP!!!! WHAT A GOOD BEHAVIOR!!!!<br>You are the PRESIDENT, Noone else.!",woaoh president trump good behavioryou president noone else
636,"Lookikg at the debate I find we shall have a NEW candedat, ME, why? Im allready 86 years alld, I can go in stares, and Im a good Demokrats.<br>George<br>Sweden",lookikg debate find shall new candedat allready year alld go stare good demokratsgeorgesweden
637,Watching Biden was the best comedy I’ve seen on tv in a while,watching biden best comedy seen tv
638,ˉ︵ˉ    VS    O_o<br>Trump VS  Biden,v ootrump v biden
639,Trump 🇺🇸,trump
640,"Very inconvenient for the Jewish faith to know that the only reason Israel is still around is because the largest Christian nation in the world, is supplying its &#39;War needs&#39;... very inconvenient indeed",inconvenient jewish faith know reason israel still around largest christian nation world supplying war need inconvenient indeed
641,"O mi lord 🙈 biden whas cruched,..poor seniel man",mi lord biden whas cruchedpoor seniel man
642,Live presidential debate for the future of America and yall allow them to argue back and forth on who is better at golf … for such a great nation your leaders make you look stupid everyone is laughing at you! Do something!,live presidential debate future america allow argue back forth better golf great nation leader make look stupid everyone laughing something
643,How many times did Sleeppy Joe started his phrases with &#39;&#39;The idea&#39;&#39;?,many time sleeppy joe started phrase idea
644,I haven’t seen such raw intelligence and thoughtful performance since huff and doback,not seen raw intelligence thoughtful performance since huff doback
645,usa lost !,usa lost
646,&quot;We finally beat Medicare 😮&quot;<br>Sleepy Joe,finally beat medicare sleepy joe
647,Just checking... this is the real debate and not some sort of AI fakery right?  It seems too unbelievable to be true.,checking real debate not sort ai fakery right seems unbelievable true
648,"I was in the states a couple of times this year and I can&#39;t believe how expensive the groceries have gotten. As a Canadian with Justin Trudope running my country, it is expected. But i wasn&#39;t ready for the USA to be the same. <br><br>Edit: Not just groceries. Everything has gone up in price except for people&#39;s salaries.",state couple time year not believe expensive grocery gotten canadian justin trudope running country expected not ready usa edit not grocery everything gone price except people salary
649,So scared for the U.S. with this Mad Man and this unfortunately to old gentleman.,scared yous mad man unfortunately old gentleman
650,Biden is the U.S version of Sunak,biden yous version sunak
651,He just needs some Super Male Vitality.,need super male vitality
652,Biden trying to sound smart by starting every accusation at Trump starting the sentence with “the idea that …..” Biden must’ve thought watching some Ben Shapiro videos would make him sound smarter.,biden trying sound smart starting every accusation trump starting sentence idea biden must thought watching ben shapiro video would make sound smarter
654,tulsi best choice for VP?,tulsi best choice vp
655,The Biden administration should be ashamed of themselves for what they’re doing with this poor elderly man it’s called elderly abuse what they’re doing to him he needs to be at home resting or in a retirement home. He sounds like the elderly patients I see in the hospital I work in. In the golden years Department .,biden administration ashamed poor elderly man called elderly abuse need home resting retirement home sound like elderly patient see hospital work golden year department
656,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1585"">26:25</a> oh boy he took that <b>personally</b> 😭",oh boy took personally
657,Biden says he wats to tax us 24.9 percent. Crazy.,biden say wats tax u percent crazy
658,I gave this a thumbs up because President Trump won hands down!!,gave thumb president trump hand
659,Haha Omg.,haha omg
660,Why does Biden look like he is going to keel over at any minute?!,biden look like going keel minute
661,Of course biden still wont take a cognitive test because he would fail and he avoided the question TWICE,course biden still not take cognitive test would fail avoided question twice
662,this is not the full one,not full one
663,Just listening and feeling somehow  relaxed that politicians everywhere are same😮😅,listening feeling somehow relaxed politician everywhere
664,"Towards the end of the debate, biden didnt andwer the question about weather his age would affect 4 more years, he avoided it and talked about something else completely.and made me 🥱 sleepy",towards end debate biden not andwer question weather age would affect year avoided talked something else completelyand made sleepy
665,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4585"">1:16:25</a> Biden&#39;s guts murmured to show disagreement😂",bidens gut murmured show disagreement
666,What a joke all of it,joke
668,Trump never answered any questions . He was in other planet . Completely lost .,trump never answered question planet completely lost
669,biden looks frail,biden look frail
670,I don&#39;t understand why people would vote Trump again. Biden is not a good candidate for his mind problems. But I would rather vote for him instead of Trump. <br><br>White people can vote for him but black people should not vote for him. US citizens have memory lost like Biden too to forget why they did not vote for Trump again. They forgot what trump has done to black people.,not understand people would vote trump biden not good candidate mind problem would rather vote instead trump white people vote black people not vote u citizen memory lost like biden forget not vote trump forgot trump done black people
671,"&quot;The idea....the idea&quot; that this corpse is president, is despicable",ideathe idea corpse president despicable
672,I just saw this and went straight to the comments coz that&#39;s where the real action is happening.,saw went straight comment coz real action happening
673,Joe needs step down ??,joe need step
674,"Besides Biden’s dementia, he did absolutely nothing but lie, and repeat old, fabricated, and disproven slanders against Donald Trump.  FJB.",besides bidens dementia absolutely nothing lie repeat old fabricated disproven slander donald trump fjb
675,Why do Trump hate foreigner in their country.?,trump hate foreigner country
676,Why does biden keep repeating himself?????,biden keep repeating
677,"Let&#39;s play the absurd stupidity  game.<br>I would vote and elect &quot;A MAGIC 8-BALL, DICE, AND USE THE TREASURY TO BUY LOTTERY TICKETS TO PAY DEBT&quot; and solve ALL PROBLEMS before Trump solves &quot;TRUMPS FINANCING, PAYS BANKING LOANS, AND ALL HIS ACTUAL BUSINESS FRAUDS 100% LEGALLY&quot;",let u play absurd stupidity game would vote elect magic ball dice use treasury buy lottery ticket pay debt solve problem trump solves trump financing pay banking loan actual business fraud legally
678,Only thing I have seen Trump do is build a half azz wall and separate families only good thing he did was given us those stimulus checks..,thing seen trump build half azz wall separate family good thing given u stimulus check
679,Thanks YouTube for Playback Speed 2x 🙏🙏🙏,thanks youtube playback speed x
680,Need somebody young new and vibrant in the White House all these old mo foes they put in there both of them look like they have spell senile.😂😂😂,need somebody young new vibrant white house old mo foe put look like spell senile
681,Why is everything a lie.....?,everything lie
682,"Yep, worst.",yep worst
683,Why does the Biden keep repeating himself,biden keep repeating
684,Biden from beginning to end he keep lying. Does he think we are stupid? What do you think?,biden beginning end keep lying think stupid think
685,This was so funny😂,funny
686,Biden isn&#39;t blinking. Seems he has a lot of botox and probably some drugs to help him concentrate. He&#39;s out because of his performance in the debate. Wonder why he was even a nominee.,biden not blinking seems lot botox probably drug help concentrate performance debate wonder even nominee
687,"Trump mistake number 1; he didn&#39;t shake the hand of his opponent when he walked on the stage.<br>I don&#39;t care who you are, who the other guy is, who is right, and who is wrong.<br>Courtesy, decency and respect is obviously he, and many, many other people don&#39;t get.<br>Has the American society stooped so low?<br>I guess, it has.",trump mistake number not shake hand opponent walked stagei not care guy right wrongcourtesy decency respect obviously many many people not gethas american society stooped lowi guess
688,Trump Is leadership,trump leadership
689,Out of all the individuals in America.. This is what they have.. What a joke!,individual america joke
690,Maybe the People Your Talking to Looks at you as a WEAK PRESIDENT AND TAKING ADVANTAGE OF YOU!!,maybe people talking look weak president taking advantage
691,Gooooo trump!!!!!❤❤❤,gooooo trump
692,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1810"">30:10</a> as an Iranian girl I can say that all the Iranian people thank Trump for that. God bless him.",iranian girl say iranian people thank trump god bless
693,"I think this President B is sleeping the entire debate and he is dreaming, he don&#39;t see himself getting worst...",think president b sleeping entire debate dreaming not see getting worst
694,"Joe, WAKE UP POPS!!",joe wake pop
695,"The truth is Biden spent 1 week at camp David preparing for this debate and I&#39;m sure he knew the questions long before the debate. <br>Also, the lies Biden tells are never ending",truth biden spent week camp david preparing debate sure knew question long debate also lie biden tell never ending
696,Great debate ❤,great debate
697,Debates really are better as musicals,debate really better musical
699,I really hope Biden stays on the ticket just so I can watch a second debate.,really hope biden stay ticket watch second debate
700,GOD BLESS YOU TRUMP!! WE STANDING BEHIND YOU 💯!!,god bless trump standing behind
701,"Haha what a show! Good luck America,the world is depending on you, ...nope probably boiled down to these 2 guy😅",haha show good luck americathe world depending nope probably boiled guy
702,Hopefully people vote with their head instead of their 🐱 this time,hopefully people vote head instead time
703,Go take your nap Biden!! We Don&#39;t Have Time NOR MONEY ANYMORE TO PAY FOR YOUR CORRUPTION ANYMORE,go take nap biden not time money anymore pay corruption anymore
704,"Debates have come A Long Way Since Biden has been in Office!! IF You Have to have ALL THESE Strickshands Than That Says to me, Someone is Hiding Behind These Strickshands, I Want HONEST Questions ANSWERED!!",debate come long way since biden office strickshands say someone hiding behind strickshands want honest question answered
705,"Bidin, you fail",bidin fail
706,This is onna be a meme for aure,onna meme aure
707,Both of these candidates are absolutely terrible - not one of them will even answer these questions.,candidate absolutely terrible not one even answer question
708,I can’t believe people watch this and actually think that Biden is a good choice. It’s driving me insane. Every time he answered I had a question because he never fully answered.,not believe people watch actually think biden good choice driving insane every time answered question never fully answered
709,"Tax breaks are universal in the United States. If the wealthy don&#39;t get the tax breaking either, do you so either the government controls you or you control the government? Why should we the people bow down to the government? Hasn&#39;t the government forgotten individual sovereignty?",tax break universal united state wealthy not get tax breaking either either government control control government people bow government not government forgotten individual sovereignty
710,By watching this debate my confidence got  100x boosted. I also qualify for the position of presidency it seems,watching debate confidence got x boosted also qualify position presidency seems
711,Trump: Speaking Full Words<br><br>Biden: Constantly Stuttering and Mumbling,trump speaking full wordsbiden constantly stuttering mumbling
712,"Trump was right about everything. It’s time to admit it. Biden is clearly unfit, &amp; he is a pathetic embarrassment",trump right everything time admit biden clearly unfit pathetic embarrassment
713,Please I beg off you just be fair and truthful just be honest for once I know that there a people there that know what&#39;s right from wrong search yourself and do what&#39;s right so help you God,please beg fair truthful honest know people know right wrong search right help god
714,Un believable. This is the worlds leader!,un believable world leader
715,Imagine Trump singing &quot;He Not Like Us”. That would age well.,imagine trump singing not like u would age well
716,Dementia Joe has got to go,dementia joe got go
