Comment Number,Comment Content
723,Reducing taxes make companies able to grow. Honestly when trump was president alot of companies grew and to this day u see alot of american companies everywhere
724,The idea🤦🏽‍♂️
725,Biden: &quot;The idea...The idea&quot; &quot;Number 1...Number 2...&quot; 😂 President Trump owned him!
726,It’s obvious that Biden is told<br>What to say..probably has an ear piece
727,Dear american people dont be a fool again for the 2nd time. Trumph is the right president for the United State.
728,Probably the worst debate on us history
729,How go to America United States from  south Africa
730,Wow! SLEEPY SLOW I DON&#39;T KNOW JOE!
731,"Im black, and I&#39;d really like to know what black child care is?"
732,I can&#39;t wait to watch Trump and Harris
733,Biden sounds like my wife when she is about to lose an argument..
734,&quot;we had h2o&quot;. God i love trump 😆
735,UniParty Pantomime.
736,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5170"">1:26:10</a> oh god trump is carrying the show man 😍😝👏👏👏👏👏👏👏"
737,"53:❤ 53 <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3235"">53:55</a> <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3236"">53:56</a> liesoftrump destructivedo"
738,Trump: ❤ speak ing<br><br>Beiden:😮😮😮😮😮😮😮😮
739,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=721"">12:01</a> this republican guy should make stand up fr"
740,Biden&gt;&gt;&gt;😉Without the smile
741,The only thing I got from the entire Biden conversation is &quot;THE  IDEA&quot;.
742,I just want to afford to eat comfortably again
743,"Whats funny is that, first time in history no audience for Biden, no reason why Biden should have been messing up lol thats a no pressure situation, I would of gotten an A in my communications class with an empty classroom and just my teacher in audience. Just crazy first time in history the president looked horrible (past tense),"
744,You should never allow Trapp in as President enough of Trump .
745,Only Trump will Make America Great Again!
746,"Trump Trump Trump 2024, Trump Trump Trump 2024!"
747,"bidne should of never ran in the first place, he likes to make up stories as he goes, he has not a clue, I bet he thinks he is still running, his own party got rid of him!"
748,Biden face 😂😂😂
749,Politicians cant save-you only Jesus can.  Jesus love and salvation is unconditional when you recieve it through belief
750,"as a white male, can some please tell me or show me where to get my white privileged, life is tough on my end"
751,Says doctors shouldn&#39;t be able to tell women what to do with their bodies.sort of like how doctors heavily promoted getting an untested vaccine?
752,"I will definitely be voting for Donald Trump in November, and put Trump back in the office of the white house"
753,"Something I was thinking about today, if this debate had happened AFTER the conventions like they usually have in all the past presidential elections, would it have been too late for Joe Biden to drop out then?"
754,Mr Biden does not deserve a second term in the white house
755,Harris 2024!
756,BIDEN DROPPED OUT 🤣🤣🤣🤣🤣🤣
757,Joe biden is so done.
758,The more i listen to trump the more empty and illogical he is. All is marketing/sales
759,"I am sorry for saying this, Mr Biden is very bad and very wrong and he is so incompetent to be president.  Get Mr Biden out of the white house"
760,"one for the older homes center IS Mr Biden and one from the money land that could be in prison Trump having international world war 3 to take care off. i think a strategy PC gamer would do better. actually a networks of pc gamers pro nerds would do a better job , and Nato dont know what their doing. winning this will have a cost so high that it`s means nothing to us if we win or lose.  Ww3 must be avoided."
761,This debate ended Joe Biden’s political career.
762,Biden: habibi come to America<br>Trump: yella bye from America <br>😂
763,I come back to this for a Good Laugh. The Democrats really thought they could put up an 82 Year old Man with Dementia like we wouldn&#39;t notice 😂
764,Joe voice is not sound like American
765,Donald trump should be president of america again. Only he can save and restore America. And Russia can stop the war in Ukraine. GOD BLESS Donald Trump.
766,Trump: borderborderborderimmigrant<br>Biden: hhhhhhhhhhhhhhmmmhh🫠
767,High school teachers will give you a D in your essay for not writing like Shakespeare while these are the presidential candidates of the most powerful country in the world
768,Lord help us
769,"Please, Dear future President, help to stop the war between Russia and Ukraine - it&#39;s importantl!!!  😭😭😭You can do it!🙏🙏🙏"
770,is biden an up coming rapper or something?
771,Biden is a complete zombie!
772,"It’s just like watching two kids playing table tennis. Batting who did what and when across the table, with words,  Instead of a table tennis ball.  President Biden looks like he has had a slight stroke. He is actually answering each question and not answering with another question. He isn’t stupid at all. He is physically ILL. They are like two kids trying to gain points against one another. Personally I do think Donald Trump will be good for America!. He does know what he’s talking about. And does have planned strategies. He is an articulate and well educated man. He has to date been the ONLY PRESIDENT that has NOT gone to war!. And like Donald Trump said,  they are like two kids trying to compete against one another.  Which they actually are. Let’s face it,  President Biden isn’t going without a fight. Obviously since this programme was aired President Biden has stepped down. NOT of his own choice, but I believe he knows he is very poorly. And, because of this he should go now with his head held high. It’s NOT a sin to be ILL.  Keep bringing up Donald Trumps indiscretions is childish. He knows as well as we do what he’s done wrong. This maybe and I say maybe,  with caution that he is trying to put things right.  And I do agree with one thing whole heartedly if he should lose it has to be, because he has lost fair and square no funny business like before. You have to admire his tenacity for trying again. He is a strong willed man. Exceptionally intelligent too."
773,Oh let’s see the people who think project 2025 is real
774,I’m so happy at the amount of people I see voting for trump it actually feels like we are going to be alright ❤
775,Biden look ai
776,"Why he running around the fact about the inflation tho and trump didn’t do nothing but help during the pandemic just so happen the election came up duirng the process so of course the world needed to be pieced back together and the world was fine before Biden came the world is messed up gas, food, living expenses, all these immigrants getting the funds we need and I also heard the Army need yo help too? What’s going on? It will be over soo trump will be back and all will start to go better. This guy just gives the run around on every question"
777,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=158"">2:38</a> Biden: oh no this guy again 🤣🤣"
778,ME MOST WEALTHY GOLD ON DIAMOND DETERMINED ANTIMATTER YEAH ALL THE TIME UNIVERSAL MOST POWERFUL POWERFUL POWERFUL AND HUMANITY POPULAR AWEBQ 🩸💪😣 HELPING OKAY
779,NEVER NOTPOVERTY NOTDEPEND NOTMIDDLE
780,I AM ALL THE TIME UNIVERSAL WEB NEVER NOTDEPEND NOTMIDDLE NOTSIMPLE NOTDEFEAT NEVER
781,I AM ALL THE TIME UNIVERSAL MOST MOST MOST POWERFUL POWERFUL POWERFUL BRAIN OKAY YEAH NEVER EVER NOT GIVE UP OKAY 💪
782,AWEBQ KILLEDPOVERTY NEVER MIDDLE NOTSJR
783,"Trump bragging about winning 2 more golf championships at a presidential debate?! How many lies does he need to tell before you realize he is a pathological liar? For all those who don&#39;t know how Trump &quot;wins championships&quot;, I&#39;d be happy to tell! Total BS! Like everything else he claims."
784,ARE NEVER EVER GIVE UP NOTWORSE
785,Very soon Donald Trump definitely win anh he will be in the White House ❤❤
786,FJB
787,Biden really loves to count.
788,"Trump keeps talking about immigrate like the people from here aren’t an issue. All these school shootings, mall shootings, etc. those aren’t immigrants."
789,"At <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=725"">12:05</a> into this video Biden lost the election. He had most likely already done a great deal of damage to his chances the way he answered the very 1st question but at 12 minutes Five seconds here he ruined any chance for Re election."
790,Bless Biden ❤
791,biden: “everything we had to do with msnshhshsbes with- with- uhhh… child care….i give up”<br><br>😂😂😂😂😂😂😂😂😂😂
792,Our current “leader” is incompetent!!!  How is he still in office?
793,CRAZY!!!!!  I was ready to hear Kamala Harris......GONE!!!!!!  MAGA!!!!!!
794,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3929"">1:05:29</a> LOL"
795,"As a VET, I find that Biden has SCREWED us SO DANG BAD!!!!!!!!"
796,"Trump speaks in clues lol like he said let isreal keep going if they want to it’s not isreal that want peace basically meaning stop funding them <br><br>Cuz he said Biden is a Palestinenin they don’t like him cuz he’s a weak one trying to say Palestine is strong 💪 <a href=""http://www.youtube.com/results?search_query=%23freepalestine"">#FreePalestine</a> <br><br>The lady says Palestine killed more than a thousand then wanna say Israel killed thousand"
797,maybe we should start electing people who will be alive in the next 20 years...
798,Anyway all evil both sides! I am a citizen of Heaven!!!
799,Never knew they were jobs labelled “black jobs” in America. Thank you Trump for making this very public.
800,Trump is gonna have to dropout he got smoked so bad
801,Biden wont live 4 more years🤣🤣🤣🤣💯
802,"I cant believe these people support Israel, maybe because there a nation of immigrants just like America😅"
803,"Funny how they cut out trumps actual views on abortion, he said republicans want women who&#39;s lives are in danger or have been raped to have abortions, he&#39;s just opposed to abortions at 3rd trimester, rightfully so, are some American states really killing babies AFTER their born🤢🤮🤯"
804,As a Bangladeshi I think Joe Biden is more logical though he was mumbling or stammering in some cases.  Camala Harris chosen for next presidential election is wiser decision as a female candidate in American history !
805,Why they feel like AI ? So not real ?!!!<br>Out of the real world people
806,"Trump loud and clear, good speech good vibe good everything respect him for true"
807,All I know is we have lost 2 family members to fentanyl overdosed under the Biden administration.
808,Hello American&#39;s let Mr. sleepy <b>Joe</b> sleep peacefully 😴 don&#39;t wake him up 👍
809,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=728"">12:08</a> <br>😭😭😭"
810,The Way they are participating preferred Who Will be Next President and I selected Trump
811,Biden is difficult to understand with his mic on 🤣
812,long live  pacific leaders in this world 🙏
813,Trumps Lips looks like Donald Duck
814,"This Quote suits Trump perfectly: „Never argue with stupid people, they will drag you down to their level and then beat you with experience.“- Mark Twain. Trump is polarising the whole world. Look and realise where our world has come to"
815,Abviously President  Biden has not done as well as he should have in the presidential debate. That&#39;s why I fully stand behind his decision to endorse vice President Harris as the new democratic nominee. I Believe she is undoubtedly well- equipped to beat Donald Trump in the coming election 🙏
816,Any indians attendance here👉
817,Poor Biden 😢 He is in the early stages of Dementia. It&#39;s blindingly obvious. I actually really feel for him. He has moments there where he truly looks humiliated and confused.
818,BEST PRESIDENT MY LIFETIME
819,MAGA
820,Both of them have done the best job in history at everything youd think wed be in better shape LOL. But Regardless...one of them is actually good for the economy and national security.
821,TRUMP 2024 💯
822,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1347"">22:27</a> Brandon, just speak to &#39;em.<br>HI-LARIOUS!<br>     😅😂😂"
823,"You only have to look up how much good Trump did when he was in power.<br><br>Also why didn&#39;t Putin invade Ukraine when Trump was in power, because Trump told him, if you invaide Ukraine, I will nuke Moscow !<br><br>He went in when Biden was in power, Trump also told Taliban leaders, I want to pull out of afghanistan on a condition based withdrawal &amp; if you harm a hair on an americans head, I will kill you, &amp; as Trump said, there was no acts of terror when he was in power.<br><br>When a guy was poisoned in Salisbury UK Trump kicked out loads of Russian diplomats, no other country did it.<br><br>And IMO lack of consequence is the reason kids run amok, these days, because they know that Teachers, Police &amp; parents cannot chastise their kids anymore without fear of presecution, at least in many western countries.<br><br>People tend to think twice about their actions when they know there will be consequences.<br><br>I hear so many bad things that Trump has supposed to have done, hes been arrested, question by the most intelligent agencies in the world, dragged through the courts, had his property &amp; his finances searched &amp; the fact that after all that, he is still a free man, a man that is running for the president of America speaks volumes to me."
824,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3641"">1:00:41</a>"
825,Everything trumps says looks like new news to Biden lol
826,Trump 2024 button👇
827,They both whacked. When are we as a people going to start stop eating trash and actually have a real conversation to figure shxt out? This ain&#39;t it
828,Biden watches Trump in awe as he speaks
829,Biden is literally that ‘have you ever had a dream that you um-‘ kid 💀
830,Trump is coming op with examples to make america better and Biden is litterly only telling stuff to downgrade Trump so people won&#39;t vote on them.
831,Why do the only ask hard questions towards Trump?
832,Biden take good rest please ua too old to be a president 😂
833,"Do u hear the voice in the back ground while there talking at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1915"">31:55</a>"
834,I like Trump and will vote  for him.  That being said neither of them awnser the question. Kind of makes me ro vote for Monty Brewster.  Look it up.  Vote none of the above.
835,Its a guy that cant stop bullshiting vs a guy that has no idea where he is. <br><br>Ridiculous.
836,😂
837,THE IDEA
838,If they could pull the polls up or they would and show the levels everyone can see for their self in plain writing that Biden is wrong and line listen to The Numbers he&#39;s throwing out and also he thinks that people with believe that these things cause inflation and everything there is one thing that causes inflation and that is government spending so the money they are taken out of the government is causing everything else to go up because they are inflating the price look it up
839,I felt bad with our present and having a cold and probably on the verge of covid at that I really had to throw him off his game with Donald Trump acted like a civil human being. I know it was shocking to me. Just like everything else he just can&#39;t follow through poor Donald. You should pray for his soul
840,"Biden go back in ballot we will elect you,the reason trump economy risen was Covid-19 because there was no movement of people and goods!that made economic growth!if you elect trump this term you’ll see how worse will go 😢!biden did good job"
841,Watching the ai presidents brought me here.
842,This is like a soap opera you can clearly tell they are both acting is this a joke?
843,Biden’s vacant stare 😦
844,Also Trump expression makes my day as well😂
845,I really cannot agree with biden saying that they(under his leadership) have done better for American in history..really?
846,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2571"">42:51</a> Cleveland ohio Biden"
847,"Danold Trump fe step away from active politics and give  way for young people, 80 years old."
848,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1829"">30:29</a> facts trump"
849,The military doesn’t like Biden and didn’t like Obamas
850,Biden looks like a devil by his looks people of America choose Trump to be the president before Biden makes a move by destroying America don&#39;t make a mistake.... Remember God choosen one is Trump to bring back the power in the presence of God ...❤ Vote for Trump
851,"The political process is no more a fight for rights of the  population,its a multi media marketing strategy,the media has more controll over the populations vote than the political ideology that was firstly there to serve the people and not just the middle class aristocracy 😂who are the aristocracy not the poor or the corporations but the media,justice system, gun laws,pen pushers,problem makers...create the  problem the gov/taxpayer will cover the cost and pay the bills,in house expliotation/corruption......<br><br>Blind beyond what you can see...."
852,"Trump is really good, and it makes sense now!"
853,I actually feel sorry for Biden. He has a look of confusion and sadness on his face. Hee is far too old and fragile to be up there. Poor guy. I&#39;m glad he stepped down. He left his run too late.
854,"U destroyed our economy so badly people can barely afford basic needs. Then gave all of our tax money to foreign nations instead of helping Americans.  No one is loving it here, no one. MAKE AMERICA GREAT AGAIN."
855,&quot;im going to fix the tax system&quot; whos been in charge for 4 YEARS?
856,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=281"">4:41</a> he is talking about the Obama administration, he was confused 😮"
857,Trump doesn&#39;t answer yes &amp;  no questions with a yes or a no. He lies too much.
858,Hello??? Biden can you hear me? Do you know your name? Do you know what year it is? Do you know where you are? Do you know what your job is? Do you know anything???😂😂🤣
859,I&#39;m
860,"[OMG Mandates are for the corporations employees ONLY, not the general public, that&#39;s reality]"
861,[Yeah does that tax cut have anything with you putting warp speed into action back in 2000?]
862,Prices are very high for everything. I felt the economy was better with Trump! I was living much comfortably when Trump was in the office
863,Watching from Papua New Guinea
864,The king of . American. 9999
865,?
866,I want to see the next part
867,CNN need turn off. Lie
868,Trump makes america rich biden makes it more human what do you choose?
869,As a indian <br>I want such news freedom 🙏
870,Wheres rfk?
871,trump looks at him like a stupid child 😂
872,Biden is in serious trouble. He&#39;s worse off now than he was in 2020. Massive decline in health and cognitive abilities.
873,Where is RFK? Can we please hear from him in the debates as he is a valid candidate?
874,Biden needs to cough😂
875,Biden literally every sentence the idea 😅😮
876,Me :    tf Biden     the entire debate😂😮
877,🇺🇸🇺🇸🇺🇸🇮🇱🇮🇱🇮🇱🫡🫡🫡
878,"Joe Biden has appeased with the Islamic Republic  and during his time Russia invaded Ukraine, and Afghanistan fell to the Taliban.. he is a threat not only to the United States of America, but to the security of the whole world with his management incompetence."
879,i simply cannot take anything trump says seriously because of the way he talks and his lack of competence 😭
880,Biden has to go man 😅
881,"When trump speaks I understand him, Biden I don&#39;t and it&#39;s not about his mental health problems. <br><br>Trump has a way of speaking that a common person can understand"
882,Biden is stuttering and Trump is deflecting all the questions..jeez
883,Biden reminds me of Eminem. Nothing comes out when he moves his lips just a bunch of jibberish.<br><br>Trump: I&#39;m wearing a red tie<br>Biden: Everything he says is a lie.<br><br>And Biden called us all predators?Coming from the guy who sniffs kids hair. Trump 2024
884,Trump is number 1 ❤😊
885,They cut Trump off so many times in this debate and he still wins 🤣
886,"TRUMP IS HISTORY, TRUMP IS SR BURNS THE SIMPSON, TRUMP IS FRIEND MILEY, TRUMP IS ATAK CAPITOLIO AND DEMOCRACY"
887,THE FIRTS ENCUEST 46 KAMALA HARRIS 42 TRUMP. KAMALA HARRIS PRESIDENT THE ONE PRESIDENT WOMAN USA 2024
888,KAMALA HARRIS PRESIDENT 2024 ✌👌👍❤💚💙💜💛
889,"The way Trump turns and looks over at him after all the crazyness he said from <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=655"">10:55</a>-<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=770"">12:50</a> had me like yep we are all hearing the same thing you are.  And is that man getting ready to fall out!"
890,number one
891,Its the way Biden lies about what happened to our economy is what bothers me. Does Trump say things that dont sound very good yeah some times he does but he doesnt BS around he tells you like it is.
892,Why is Biden voice so raspy
893,Trump makes me crack up( as usual) just with the side glances!!😅😂
894,Promiscuous job hoppers never lose more than one debate.
895,Biden is too old
896,Biden is a liar &amp; incapable to be a leader of anything!!
897,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1583"">26:23</a> suckers🤣"
898,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2041"">34:01</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2053"">34:13</a> Good lord that’s the longest disturbing stare I’ve ever seen"
899,Biden doesnt look well .he just need tl retire and set it down now
900,"As a european, i am watching this debate and i believe that nothing good is going to come from this election. Good that mr Bidan has made the decision to withdraw, i think you are going to have a better fight between  mr Trump and mrs Harris.<br><br>Why are all of these old people trying to rull the world? It&#39;s prety fun watching a man in his late 70&#39;s debate with another man in his early 80&#39;s about eachothers achievements and failures, but i beieve this kind of debate should be in a park in front of a chess table or something."
901,holy fack dude.... the dude on the right site bearly can talk .....
902,he was already planning to quit that&#39;s why Biden do not put any efforts in the debate
903,They treating this shi like the olympics 🤣
904,"Making an erroneous statement that groceries that once cost $100 a few years ago, now costs $120 shows you how the elite or the rich are far out of touch with reality.  And entrusting these people with our future is even more alarming."
905,If they both accuse each other of being a criminal how can either run for office. Is that why Biden stepped down?
906,We went straight to comments section 😊
907,Doamne ferește să ajungă trump ca ne ia ruși direct
908,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4637"">1:17:17</a> please control the drugs… for the sake of our children and safety!"
909,All Biden can do is to lie and blame Trump to defend himself just to manipulate audience.
910,Booooo Trump!! How can America consider a criminal like Trump for President. He was convicted of offenses.
911,A movie on Donald Trump would be crazy. Who would play Trump that&#39;s the question.
912,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1547"">25:47</a> Biden says: he lies but we all know that Trump is telling the truth!"
913,"Truth is finally out,  Biden is sundowning."
914,Ripped holes through that corrupt ghost of a man
915,Yang comment tak setuju tu kebanyakan nyaa orang bukan negeri johor . Aku setuju je party Untuk negeri johor di dirikan . Biar undi pecahh lagi dan jadi salah satu kunci kemenangan buat salah satu party yang nak menang . Orang negeri luar ni banyak yang dengki sebab kita bagus . Kita ni ibarat artist famous yang berjaya dan banyak haters . Aku tak pernah peduli orang bahan johor sebab aku yang duduk johor aku tahu bertapa bagus nyaa negeri johor ❤
916,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2370"">39:30</a>"
917,Not ONE question was answered 😂🤣😂🤣😂🤣😂🤣😂🤣
918,"Who&#39;s here after the &quot;Failed Assisanation&quot; ❤ <a href=""http://www.youtube.com/results?search_query=%23trump2024savagegodssoldier"">#Trump2024savagegodssoldier</a>"
919,"I think Biden is obsessed with <a href=""http://www.youtube.com/results?search_query=%23the"">#The</a> <a href=""http://www.youtube.com/results?search_query=%23idea"">#Idea</a> 😂 <a href=""http://www.youtube.com/results?search_query=%23words"">#words</a>"
920,Biden 😂 trump💀😎
921,I stand with Biden . He has help alot of blacks through given them status and provide a lot of security .
922,All he had to do was nothing. But Biden DESTROYED THE WORLD.
923,Trump 2024
924,CNN always cutting Biden off whenever he zeros in to nothingness 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
925,"I think it&#39;s ridiculous to have a debate where the person who conveys the meaning hasn&#39;t finished yet and then mutes the sound. Is that right, everyone?"
926,THE IDEA.......THE IDEA.......THE IDEA.......THE IDEA.......THE IDEA.......THE IDEA.......THE IDEA.......THE IDEA.......THE IDEA.......THE IDEA.......<br>Biden plz stop
927,"Why did Trump not seize on the opportunity to bring up the Ray Epps saga?  It would have been a slam-dunk. There is no way that you can deny that one. Ray Epps was on video cutting fences and telling (inciting) the crowd that &quot;they MUST breach the Capitol&quot;, yet the FBI absolutely refused to arrest him. Why? The only possible explanation is that Ray Epps is an FBI or CIA asset which means he was planted there to do what he did. When it&#39;s all on video, it&#39;s undeniable, so he should have been among the first to be convicted (he was arrested, but immediately released and taken off of the FBI Most Wanted list), yet there are still people rotting in jail just for being there, but Ray Epps, who was more prominent and actually displayed that he was an ORGANIZER, goes scot-free."
928,"I always learn so much from your videos, keep them coming!"
929,"Joe and democracy again, but I&#39;ve laughed the whole debate 😁"
930,First &amp; Last
931,Biden &quot;we are the most respected country in the world&quot;. I can tell you now the rest of the world are sitting here laughing at you guys.
932,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2979"">49:39</a>"
933,Joe Did well - Extremely well! Joe held his own. Joe means Lower Class Americans well.
934,Biden looking like he keeps losing internet connection 😦
935,Joseph Biden Good Solid Leader Bar None!!!
936,Who went straight to the comments for the time stamp 😂😂😂😂😂 &quot;I don&#39;t think he knows what he said&quot;
937,"Biden: By the way, the idea, the fact of the matter, and another thing. Thats all I really understand him say. I think he buy the wayed with another by the way. Now harris, with NO VOTES EVER is the nominee and shes just as bad, or worse, as biden."
938,Those are patriots joe
939,Im a proud canadian i cant believe you elected biden the man cant speak. We have mr dress-up Trudeau whos struggling to hold on to power canada is a communist country now.
940,Biden sounds like a low battery
941,"why is there even a debate? the pepople have spoken, biden is just a puppet"
942,Stop
943,Terrible more worst than Obama
944,Worst president
945,Why do presidential debates have rules like its a MMA fight or something. If they want to have a knife fight on stage they shoukd be able to.
946,"This country isn&#39;t blessed, or the best, or the greatest anymore.  We really are the laughing stock in the world aside from our military"
947,😂😂😂 America ia a joke
948,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2035"">33:55</a>"
949,They proly had to teach joe biden before he went for that meeting😅
950,Trump:  Gas was at most $1.75-2.00/gal.  Biden:  $3.49-3.89/gal.
951,😊
952,"I truly believe Trump won the 2020 election, because the fraud committed by the democratic party has been obvious not only in the presidential election, but many other elections across the country and the any attempt to investigate these frauds are vehemently blocked!"
953,"So pretty much, It&#39;s a bunch of lying from both parties, but mostly Joe Biden trying to make other things he did be better than the loads of lying and things that he did wrong"
954,"This should be a drinking game.  Take a shot every time you hear &quot;Look&quot;, &quot;By the way&quot;, &quot;Period&quot;, &quot;Number 1, 2, etc...&quot;or any stutter or repetition"
955,Who&#39;s gonna miss Sleepy Joe 😢😢😢😢😢😢😢❤❤
956,"Trump talk more about money, money, money!!!  billions and millions of dollars and 💰 … but Joe talk more about life and how to make life worth living"
957,We&#39;ll his whole speech is Void just like his career.
958,"Never once have I seen or heard President Trump encourage violence against anyone or anything, but I have seen and heard countless democrats including Biden encourage violence numerous times."
959,Did Biden say his son spent a year in Iraq or smoking crack?
960,"Opioid deathhs in 2019 were 48,000<br>Opioid deathhs in 2022 were 81,000<br>JB lied again claiming they went down under him"
961,The left &quot; <b>Politicians are corrupt and evil</b> &quot;<br><br>Politicians &quot; <b>Trump is the bad guy</b> &quot;<br><br>The left &quot; <b>Yes master politicians</b> &quot;
962,"Biden promised that Disability and SSI would get an extra $300 a month , never happened, you lied Joe"
963,Joe your the only one you like the islael
964,I STEAL MY GROCERIES SO IDGAF
965,Let the people vote freely!
966,Biden sharp
967,Be careful the more you tell Biden what he did wrong his eyes turn blacker than ever
968,This not funny 😢 I love Biden he just older and trying to hang in there
969,The morals of an alley cat 😂😂😂 he said it twice
970,Biden said he was from Scranton Pennsylvania did he start the plan to kill President Donald J Trump
971,Trump rite .
972,Epic poor performance from two very old men. <br><br>Fast forward and now it&#39;s one very old man and a much younger former prosecutor.
973,Who does the fact checking? Trump would be pulled up for spewing false information to the ignorant Americans who only believe what they are told.
974,Better than watching big brother reality tv 😂😂
975,Yes! Sometimes you have to turn desks upside down when you’re the patriot
976,What is a black jobs and Hispanic jobs?
977,Se le entiende más a Biden que a Milei. 😂😂😂
978,P
979,"@<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=200"">3:20</a> Trump smile says it all post Biden drop out"
980,That Is disaster what happening in USA xD<br>In whole America Its no one else then this 2 ? XD
981,Trump 2024
982,"Happens each time. They push for companies to pay more, So they cut jobs or move to Mexico. Once you get that raise, inflation takes it away. Newsom thought he was clever, but instead, places are closing. You can&#39;t just force companies to pay a lot more out and not expect prices to rise. Under Biden Administration, remember, day one he shut a large company down, sad"
983,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=710"">11:50</a> is what youre looking for"
984,Biden is a crook and always has been. He has never been a good or honest man in his entire  life .
985,Just make him president for his ability to not burst out in laughter on the stage the way Joe was looking at him sometimes 😂
986,Trump - president USA 🙏🙏🙏🙏🙏
987,At least trump isnt orange now
988,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3804"">1:03:24</a> it&#39;s not... it&#39;s the industry merged with corrupt politicians, if we don&#39;t want to talk about live outta space! 😡"
989,Why is the debate always moderated by the democrats?? Shouldnt they take turns??
990,Man they said for two minutes
991,"Above all that I&#39;ve learned in this debate is that accountability is a prerequisite for good governance.<br><br><br>Back here in Nigeria, the current president, Bola Ahmed Tinubu, never granted media any debate with other presidential candidates.<br><br>Everyone is learning the hard way, seriously."
992,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2387"">39:47</a> he called it!!!!!"
993,Trump: says anything<br>Biden: The IDEA that 😟😟
994,"Me : BRO, YOU&#39;VE GOTTA STOP BEING SO ARROGANT <br><br>Him : <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4952"">1:22:32</a>"
995,Omg they do everything except answering these god d*mn questions. Look at what America has come to...
996,"Biden needed to step down years ago. The way Biden has handled everything at every turn...I want a president that I trust to make some good decisions. <br>His pull out of Afghanistan, fun fact..Biden has never once publicly acknowledged that was a tragedy as we lost 13 brave Servicemen and women..he has called it all a success. Not once has Biden written these Gold Star families, not once has he agreed to meet with them, not once has he taken their phone calls. <br>Our fallen servicemen and women deserve to be honored and respected and so do their families. The way Biden has ignored these families, the way he has never admitted fault or accountability for those lost on August 26, 2021 is unacceptable."
997,"Trump wasn’t lying about the war, Biden definitely ain’t do shi but watch ppl die"
998,What an entertainment so sad to see America going that down
999,Biden looks like someone just dug him up
1000,Trump 2024
1001,This man can’t even talk
1002,Really hard to understand Biden when he is always stumbling on his words...
1003,&quot;debate&quot;
1004,"Hahahaha both of them are absolute clowns. Nothing was objective about the debate. One had memorized his responses, and the other was spontaneous with that face 😅"
1005,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1298"">21:38</a>"
1006,The robot needs to be charge.
1007,That war thanks to F Biden ruined Europe as well
1008,The Democrats are real radicals on the abortion law. Trump is very radical with Immigration Law
1009,Trump’s facial expressions are tearing me up. Every mumble that comes out of Biden’s mouth is torture to Trump’s ears.
1010,Yes he stumbled a little bit but nowhere near as much or as bad as these people committing but I do agree with his decision to drop out of the race
1011,hhahahhahahahahahahahahahahha
1012,Both are so disingenuous
1013,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1294"">21:34</a> is why you’re here. They couldn’t cut away fast enough 😂😂😂"
1014,"There is, at least, one country in the world who has shown a growth on job offers during pandemics?"
1015,I am extremely concerned about this. Trump is a liar I do not see how he changed from the last time he was in office then had legal problems and still on going and Bien cant remember anything and his speech is a massive problem plus he is up in age so that plays a big factor too.
1016,What was Bidens handicap? 6 or 8????
1017,skibidi sigma im the skibidi trump is a  skibidi sigma and joe biden is a skibidi
